OG	K	P	FDR_P	interpretation
13915	20.2	0.2582	0.577138157041	nonsignificant
18984	0.81	0.2586	0.577844761596	nonsignificant
16237	1.11	0.2593	0.579221044099	nonsignificant
11178	0.84	0.2596	0.579327632005	nonsignificant
13586	1.2	0.2595	0.579327632005	nonsignificant
14743	1.48	0.2596	0.579327632005	nonsignificant
17765	1.35	0.2597	0.579363115285	nonsignificant
12621	0.77	0.26	0.579844609906	nonsignificant
13255	1.88	0.2609	0.58075872093	nonsignificant
13530	0.79	0.261	0.58075872093	nonsignificant
14054	0.69	0.2605	0.58075872093	nonsignificant
15862	0.58	0.2609	0.58075872093	nonsignificant
16564	0.89	0.2608	0.58075872093	nonsignificant
16747	1.13	0.2609	0.58075872093	nonsignificant
18321	0.74	0.261	0.58075872093	nonsignificant
16139	0.91	0.2619	0.582573167582	nonsignificant
11801	1.19	0.2626	0.582659465551	nonsignificant
12509	0.79	0.2622	0.582659465551	nonsignificant
13031	1.33	0.2624	0.582659465551	nonsignificant
14976	0.9	0.2623	0.582659465551	nonsignificant
15230	0.85	0.2622	0.582659465551	nonsignificant
16503	0.72	0.2627	0.582659465551	nonsignificant
16741	0.89	0.2621	0.582659465551	nonsignificant
17228	2.25	0.2625	0.582659465551	nonsignificant
17667	1.6	0.2627	0.582659465551	nonsignificant
15806	0.8	0.2632	0.583017620579	nonsignificant
16107	1.22	0.2631	0.583017620579	nonsignificant
17721	1.18	0.2632	0.583017620579	nonsignificant
18631	0.91	0.2631	0.583017620579	nonsignificant
10728	0.88	0.2638	0.583817308927	nonsignificant
13188	1.18	0.2639	0.583817308927	nonsignificant
15114	0.77	0.2639	0.583817308927	nonsignificant
16655	0.91	0.2637	0.583817308927	nonsignificant
12512	0.83	0.2643	0.58413946102	nonsignificant
15053	0.92	0.2642	0.58413946102	nonsignificant
17092	1.87	0.2643	0.58413946102	nonsignificant
15634	1.15	0.2645	0.584394002566	nonsignificant
14449	1.12	0.2647	0.584648380891	nonsignificant
15411	1.26	0.2651	0.585344198718	nonsignificant
14709	0.94	0.2654	0.585818840115	nonsignificant
11435	0.86	0.2657	0.58629317745	nonsignificant
13868	0.69	0.266	0.58639168	nonsignificant
13985	1.16	0.266	0.58639168	nonsignificant
16683	0.12	0.2659	0.58639168	nonsignificant
10457	0.36	0.2674	0.587785130823	nonsignificant
11761	1.16	0.2671	0.587785130823	nonsignificant
12214	0.76	0.2669	0.587785130823	nonsignificant
12985	0.71	0.2671	0.587785130823	nonsignificant
13947	1.25	0.2674	0.587785130823	nonsignificant
14812	1.72	0.2668	0.587785130823	nonsignificant
15206	0.83	0.2672	0.587785130823	nonsignificant
15792	1.14	0.2674	0.587785130823	nonsignificant
17359	2.96	0.2674	0.587785130823	nonsignificant
16475	1.19	0.2682	0.589355598086	nonsignificant
11810	1.15	0.2686	0.58951410828	nonsignificant
12180	0.88	0.2687	0.58951410828	nonsignificant
14785	0.63	0.2685	0.58951410828	nonsignificant
17985	1.19	0.2685	0.58951410828	nonsignificant
18971	0.84	0.2687	0.58951410828	nonsignificant
15609	1.1	0.2688	0.589545749761	nonsignificant
12188	0.88	0.2689	0.589577371101	nonsignificant
18383	0.47	0.269	0.589608972319	nonsignificant
16571	0.86	0.2696	0.590548298887	nonsignificant
16878	1.28	0.2696	0.590548298887	nonsignificant
12151	1.67	0.2697	0.590579561348	nonsignificant
11429	0.93	0.2698	0.59061080394	nonsignificant
12934	1.58	0.27	0.590860864041	nonsignificant
13280	0.9	0.2707	0.591828721041	nonsignificant
14305	0.84	0.2706	0.591828721041	nonsignificant
17066	1.41	0.2707	0.591828721041	nonsignificant
17416	0.84	0.2709	0.592078077411	nonsignificant
12898	1.2	0.2711	0.592170142631	nonsignificant
13861	1.25	0.2712	0.592170142631	nonsignificant
15461	17.1	0.2712	0.592170142631	nonsignificant
13905	0.85	0.2716	0.592855640051	nonsignificant
13429	0.92	0.2718	0.593104276212	nonsignificant
11339	1.16	0.2723	0.593631234177	nonsignificant
13701	2.7	0.2723	0.593631234177	nonsignificant
16081	1.24	0.2723	0.593631234177	nonsignificant
11144	0.8	0.2725	0.593691492726	nonsignificant
16976	1.51	0.2725	0.593691492726	nonsignificant
16185	0.9	0.2726	0.593721593424	nonsignificant
16226	0.73	0.2727	0.593751675095	nonsignificant
15564	2.21	0.2729	0.593999399684	nonsignificant
17978	1.56	0.2731	0.594246967783	nonsignificant
13639	1.22	0.2733	0.594494379539	nonsignificant
12701	1.09	0.2734	0.594524179293	nonsignificant
12303	0.0	0.2739	0.594702583491	nonsignificant
13417	1.36	0.274	0.594702583491	nonsignificant
14996	0.79	0.274	0.594702583491	nonsignificant
17533	1.13	0.2736	0.594702583491	nonsignificant
17766	2.67	0.2737	0.594702583491	nonsignificant
19274	0.67	0.274	0.594702583491	nonsignificant
14393	0.8	0.2741	0.594732251969	nonsignificant
11240	0.9	0.2746	0.595126438227	nonsignificant
12521	0.88	0.2748	0.595126438227	nonsignificant
16553	0.77	0.2748	0.595126438227	nonsignificant
17593	0.88	0.2745	0.595126438227	nonsignificant
17614	0.37	0.2745	0.595126438227	nonsignificant
19065	0.54	0.2748	0.595126438227	nonsignificant
13721	1.2	0.275	0.595372407291	nonsignificant
15136	1.31	0.2755	0.596267514923	nonsignificant
13977	1.27	0.2764	0.597839748823	nonsignificant
15943	0.91	0.2764	0.597839748823	nonsignificant
15349	1.16	0.2766	0.59789689363	nonsignificant
17027	0.79	0.2766	0.59789689363	nonsignificant
12638	0.84	0.2767	0.597925439147	nonsignificant
12076	0.84	0.2768	0.597953966761	nonsignificant
16725	0.85	0.2769	0.597982476489	nonsignificant
15576	0.86	0.2772	0.598442745221	nonsignificant
17308	0.85	0.2775	0.598902725564	nonsignificant
13839	26.63	0.2777	0.598959079524	nonsignificant
17939	1.24	0.2777	0.598959079524	nonsignificant
12482	1.25	0.2779	0.5992028482	nonsignificant
12136	1.12	0.2782	0.599586191815	nonsignificant
15479	0.91	0.2786	0.599586191815	nonsignificant
15570	0.69	0.2784	0.599586191815	nonsignificant
17069	0.0	0.2786	0.599586191815	nonsignificant
17255	0.87	0.2786	0.599586191815	nonsignificant
17685	1.25	0.2784	0.599586191815	nonsignificant
11441	1.24	0.279	0.600259525297	nonsignificant
11070	0.85	0.2793	0.600717358726	nonsignificant
17361	0.81	0.2794	0.600744881398	nonsignificant
17377	0.9	0.2797	0.601202277691	nonsignificant
14299	1.12	0.2799	0.60125696913	nonsignificant
16340	0.75	0.2799	0.60125696913	nonsignificant
12718	1.14	0.2801	0.601499033666	nonsignificant
16866	1.13	0.2802	0.601526269866	nonsignificant
13450	1.22	0.2803	0.601553489097	nonsignificant
15200	0.94	0.2804	0.601580691373	nonsignificant
13227	1.36	0.2805	0.601607876712	nonsignificant
15282	0.89	0.2807	0.601849455338	nonsignificant
12728	1.15	0.281	0.602305227131	nonsignificant
10675	0.89	0.2813	0.602573289801	nonsignificant
14754	1.15	0.2813	0.602573289801	nonsignificant
13681	0.82	0.2817	0.603081764523	nonsignificant
13983	0.79	0.2818	0.603081764523	nonsignificant
15123	0.91	0.2818	0.603081764523	nonsignificant
13398	0.75	0.2823	0.603964192547	nonsignificant
10609	0.73	0.2827	0.604256996587	nonsignificant
12260	0.86	0.2827	0.604256996587	nonsignificant
14721	0.74	0.2827	0.604256996587	nonsignificant
12420	0.85	0.2832	0.605137965261	nonsignificant
10939	1.22	0.2834	0.605189894606	nonsignificant
17435	1.11	0.2834	0.605189894606	nonsignificant
18566	0.88	0.2835	0.605215835141	nonsignificant
16972	1.5	0.2838	0.605481015794	nonsignificant
17961	0.9	0.2838	0.605481015794	nonsignificant
10918	1.21	0.2846	0.606999814241	nonsignificant
17157	0.83	0.2847	0.607025162488	nonsignificant
12840	1.11	0.2848	0.60705049505	nonsignificant
11393	0.93	0.2851	0.607364555006	nonsignificant
12022	0.91	0.2853	0.607364555006	nonsignificant
13293	1.28	0.2853	0.607364555006	nonsignificant
15348	0.9	0.2853	0.607364555006	nonsignificant
11236	1.11	0.2855	0.607602564103	nonsignificant
15615	0.86	0.2857	0.607840426189	nonsignificant
13787	1.26	0.2859	0.608078141402	nonsignificant
14731	0.9	0.2864	0.608953580247	nonsignificant
12114	0.77	0.2866	0.609002899445	nonsignificant
14751	0.86	0.2866	0.609002899445	nonsignificant
13997	0.87	0.2869	0.609452389763	nonsignificant
11997	1.17	0.2875	0.609974591931	nonsignificant
14036	1.11	0.2875	0.609974591931	nonsignificant
14436	0.94	0.2875	0.609974591931	nonsignificant
18281	7.25	0.2873	0.609974591931	nonsignificant
18565	3.7	0.2876	0.609998891626	nonsignificant
15008	1.17	0.2878	0.610235210834	nonsignificant
12649	1.66	0.2879	0.610259415385	nonsignificant
12454	0.9	0.2882	0.610519618696	nonsignificant
15042	0.91	0.2882	0.610519618696	nonsignificant
16484	0.86	0.2888	0.611602582232	nonsignificant
18086	1.32	0.2889	0.611626336816	nonsignificant
16659	0.82	0.289	0.611650076805	nonsignificant
16722	1.15	0.2892	0.611885380835	nonsignificant
11967	0.0	0.2895	0.612332054037	nonsignificant
14955	0.04	0.2896	0.612355555556	nonsignificant
11993	1.38	0.2897	0.612379042651	nonsignificant
11853	0.76	0.2898	0.612402515337	nonsignificant
18657	0.89	0.2901	0.612848482061	nonsignificant
13360	0.62	0.2903	0.612895096537	nonsignificant
14890	0.87	0.2903	0.612895096537	nonsignificant
11391	1.45	0.291	0.613432986536	nonsignificant
12093	1.11	0.2908	0.613432986536	nonsignificant
14200	1.12	0.291	0.613432986536	nonsignificant
16877	0.76	0.2908	0.613432986536	nonsignificant
17556	8.69	0.291	0.613432986536	nonsignificant
13278	0.7	0.2916	0.613946332518	nonsignificant
13385	1.09	0.2914	0.613946332518	nonsignificant
18067	1.71	0.2916	0.613946332518	nonsignificant
18543	0.8	0.2915	0.613946332518	nonsignificant
13263	0.78	0.292	0.614412950519	nonsignificant
16729	0.8	0.292	0.614412950519	nonsignificant
15258	0.86	0.2921	0.614435694656	nonsignificant
15110	0.92	0.2923	0.614668711844	nonsignificant
16151	0.86	0.2926	0.615111809582	nonsignificant
13624	1.23	0.2929	0.615366910643	nonsignificant
17929	0.83	0.2929	0.615366910643	nonsignificant
11551	0.89	0.2935	0.615876180323	nonsignificant
13101	0.86	0.2934	0.615876180323	nonsignificant
14817	0.91	0.2935	0.615876180323	nonsignificant
15761	1.16	0.2935	0.615876180323	nonsignificant
11066	0.82	0.294	0.616362142422	nonsignificant
14574	0.85	0.294	0.616362142422	nonsignificant
14913	1.13	0.294	0.616362142422	nonsignificant
14092	0.86	0.2942	0.616593793733	nonsignificant
16746	1.2	0.2946	0.617244343066	nonsignificant
15109	1.22	0.2947	0.617266129523	nonsignificant
18433	1.17	0.2949	0.617497294833	nonsignificant
11069	0.85	0.295	0.617518991188	nonsignificant
15683	1.08	0.2951	0.617540674362	nonsignificant
17343	1.17	0.2952	0.617562344367	nonsignificant
16357	1.13	0.2954	0.617793139041	nonsignificant
11124	1.17	0.2955	0.617814719272	nonsignificant
17565	0.9	0.2957	0.61804529733	nonsignificant
16907	0.91	0.2958	0.618066787989	nonsignificant
13468	0.91	0.296	0.618109730221	nonsignificant
15809	6.08	0.296	0.618109730221	nonsignificant
12966	0.37	0.2961	0.618131181818	nonsignificant
18348	0.72	0.2962	0.618152620418	nonsignificant
15137	0.86	0.2963	0.618174046033	nonsignificant
14379	0.9	0.2964	0.618195458674	nonsignificant
17406	0.92	0.2965	0.618216858354	nonsignificant
14077	0.85	0.2969	0.618489295434	nonsignificant
14242	0.84	0.2969	0.618489295434	nonsignificant
14997	0.78	0.2969	0.618489295434	nonsignificant
14569	1.19	0.297	0.618510580411	nonsignificant
13930	0.82	0.2972	0.618740042309	nonsignificant
12089	0.89	0.2973	0.618761238671	nonsignificant
16095	0.9	0.2979	0.619822742374	nonsignificant
17752	1.17	0.2982	0.620259601449	nonsignificant
14765	1.11	0.2983	0.620280319952	nonsignificant
17554	1.17	0.2986	0.620716777308	nonsignificant
12879	1.1	0.299	0.621360784314	nonsignificant
13994	1.21	0.2992	0.621588902292	nonsignificant
10796	0.92	0.2995	0.621649743899	nonsignificant
16078	1.09	0.2995	0.621649743899	nonsignificant
17105	0.29	0.2995	0.621649743899	nonsignificant
11071	1.09	0.2999	0.621917850692	nonsignificant
13334	0.8	0.2999	0.621917850692	nonsignificant
13783	0.87	0.2998	0.621917850692	nonsignificant
15654	0.73	0.3	0.621938007824	nonsignificant
12501	1.79	0.3003	0.62237265343	nonsignificant
16732	1.29	0.3004	0.622392661654	nonsignificant
15554	0.73	0.3005	0.622412657847	nonsignificant
13692	1.93	0.3007	0.62263970544	nonsignificant
10436	0.89	0.301	0.622886452388	nonsignificant
13391	1.13	0.301	0.622886452388	nonsignificant
17464	0.67	0.3011	0.622906276276	nonsignificant
18157	2.21	0.3012	0.622926088262	nonsignificant
11572	0.88	0.3016	0.623379057906	nonsignificant
15999	0.0	0.3016	0.623379057906	nonsignificant
18496	9.78	0.3017	0.623398710258	nonsignificant
16606	0.9	0.3019	0.623624917541	nonsignificant
16652	1.12	0.3021	0.623850989209	nonsignificant
13107	1.11	0.3022	0.623870482469	nonsignificant
14886	0.92	0.3025	0.624302726183	nonsignificant
19111	0.7	0.303	0.625147349506	nonsignificant
12216	0.94	0.3033	0.625578952096	nonsignificant
13234	0.9	0.3034	0.625597904819	nonsignificant
17209	0.87	0.3037	0.626029114303	nonsignificant
10908	0.85	0.3038	0.626047921029	nonsignificant
18912	1.25	0.3039	0.626066716507	nonsignificant
17743	15.95	0.3041	0.626291449925	nonsignificant
15881	1.8	0.3044	0.626721936641	nonsignificant
11734	0.0	0.3048	0.627357992232	nonsignificant
16912	1.36	0.3051	0.627600447895	nonsignificant
17457	0.86	0.3051	0.627600447895	nonsignificant
15069	1.19	0.3052	0.627618746269	nonsignificant
10743	0.85	0.3054	0.627655310263	nonsignificant
14049	1.25	0.3054	0.627655310263	nonsignificant
11938	1.17	0.3058	0.628289949299	nonsignificant
14934	0.85	0.306	0.628326080477	nonsignificant
16466	1.1	0.306	0.628326080477	nonsignificant
17273	1.16	0.3061	0.628344129917	nonsignificant
18391	0.0	0.3063	0.628567381591	nonsignificant
12234	0.81	0.3064	0.628585348422	nonsignificant
16830	1.14	0.3065	0.628603304555	nonsignificant
12524	0.71	0.3068	0.629031309524	nonsignificant
18330	1.25	0.3069	0.629049122285	nonsignificant
13476	1.13	0.3074	0.629886555622	nonsignificant
15351	0.85	0.3076	0.630108950342	nonsignificant
14260	0.79	0.3078	0.630331212842	nonsignificant
11690	2.02	0.3085	0.631389334522	nonsignificant
16586	4.36	0.3085	0.631389334522	nonsignificant
13165	0.88	0.3094	0.633043243243	nonsignificant
14852	1.17	0.3096	0.633264370546	nonsignificant
12424	0.88	0.3099	0.63368984862	nonsignificant
13464	0.88	0.3101	0.633722604568	nonsignificant
14322	3.1	0.3101	0.633722604568	nonsignificant
16524	1.1	0.3102	0.633738967972	nonsignificant
14349	1.75	0.3106	0.634212440758	nonsignificant
16335	1.29	0.3108	0.634212440758	nonsignificant
16876	1.82	0.3108	0.634212440758	nonsignificant
17453	0.76	0.3108	0.634212440758	nonsignificant
14508	1.48	0.3114	0.635248623038	nonsignificant
18697	0.17	0.3122	0.636692066311	nonsignificant
16271	0.0	0.3124	0.636911393904	nonsignificant
10971	0.85	0.3127	0.637145903579	nonsignificant
18189	0.86	0.3127	0.637145903579	nonsignificant
14972	0.92	0.3131	0.6375837718	nonsignificant
15594	0.58	0.3131	0.6375837718	nonsignificant
10740	0.9	0.3133	0.63780251182	nonsignificant
16243	1.22	0.314	0.639038700148	nonsignificant
14506	0.88	0.3142	0.639256881276	nonsignificant
13313	0.94	0.3144	0.63947493357	nonsignificant
15412	0.84	0.3146	0.639692857143	nonsignificant
12575	0.89	0.3153	0.640927028622	nonsignificant
14040	0.86	0.3157	0.641550825959	nonsignificant
17292	3.34	0.3158	0.641564789148	nonsignificant
13921	1.13	0.3159	0.641578744104	nonsignificant
15321	1.22	0.3166	0.642635139912	nonsignificant
16566	1.15	0.3167	0.642635139912	nonsignificant
17768	1.16	0.3167	0.642635139912	nonsignificant
10390	0.91	0.3168	0.642648763251	nonsignificant
13544	0.85	0.3172	0.643081459682	nonsignificant
14419	1.23	0.3172	0.643081459682	nonsignificant
18671	0.61	0.3174	0.643297616946	nonsignificant
12086	1.26	0.3177	0.643716264706	nonsignificant
13940	0.9	0.318	0.644134666275	nonsignificant
13542	1.22	0.3182	0.644350323339	nonsignificant
16687	1.1	0.3185	0.644768292683	nonsignificant
17849	0.62	0.3186	0.644781257344	nonsignificant
12425	0.9	0.3188	0.644996534508	nonsignificant
13580	0.89	0.319	0.645211685261	nonsignificant
14932	0.88	0.3194	0.645831112416	nonsignificant
12645	0.89	0.32	0.646854460094	nonsignificant
15995	1.18	0.3205	0.64767512467	nonsignificant
10884	0.89	0.3209	0.648115181712	nonsignificant
13673	1.22	0.321	0.648115181712	nonsignificant
17249	1.38	0.321	0.648115181712	nonsignificant
16531	0.93	0.3213	0.648530823323	nonsignificant
11819	1.46	0.3222	0.649597630193	nonsignificant
13814	1.19	0.3222	0.649597630193	nonsignificant
14460	0.93	0.3223	0.649597630193	nonsignificant
15600	1.19	0.3222	0.649597630193	nonsignificant
18944	0.58	0.3223	0.649597630193	nonsignificant
18556	1.51	0.3228	0.650415092132	nonsignificant
16288	1.08	0.3231	0.650638965215	nonsignificant
17592	0.73	0.3231	0.650638965215	nonsignificant
10988	1.3	0.3236	0.65109696439	nonsignificant
12847	0.65	0.3238	0.65109696439	nonsignificant
13122	0.87	0.3235	0.65109696439	nonsignificant
18787	2.1	0.3238	0.65109696439	nonsignificant
18894	0.83	0.3238	0.65109696439	nonsignificant
17689	1.96	0.3239	0.651107995331	nonsignificant
12829	0.35	0.324	0.651119019837	nonsignificant
11859	0.93	0.3243	0.651531846019	nonsignificant
14088	0.9	0.3244	0.651542740525	nonsignificant
11934	0.84	0.3245	0.65155362868	nonsignificant
16833	1.83	0.3247	0.651765238928	nonsignificant
11114	0.88	0.3252	0.6525787358	nonsignificant
13082	50.0	0.3263	0.653833827807	nonsignificant
15096	1.12	0.326	0.653833827807	nonsignificant
15909	1.15	0.3263	0.653833827807	nonsignificant
16381	0.83	0.3262	0.653833827807	nonsignificant
18158	0.76	0.3261	0.653833827807	nonsignificant
15994	1.04	0.3265	0.654044344286	nonsignificant
18087	1.24	0.3266	0.654054476744	nonsignificant
16200	0.85	0.3268	0.654074723998	nonsignificant
18514	1.19	0.3268	0.654074723998	nonsignificant
14585	0.86	0.3274	0.654895063879	nonsignificant
15187	1.13	0.3274	0.654895063879	nonsignificant
13042	0.84	0.3276	0.65510490566	nonsignificant
15323	0.75	0.3278	0.655314625653	nonsignificant
17114	0.82	0.3285	0.656523498695	nonsignificant
15720	1.08	0.3289	0.657132279582	nonsignificant
11125	1.25	0.3293	0.657740707451	nonsignificant
18928	3.61	0.3295	0.65794942029	nonsignificant
13767	1.46	0.3297	0.65815801217	nonsignificant
11527	1.52	0.3302	0.658401822917	nonsignificant
14798	0.89	0.3301	0.658401822917	nonsignificant
15892	0.86	0.3303	0.658401822917	nonsignificant
16125	0.89	0.3301	0.658401822917	nonsignificant
16806	0.7	0.3303	0.658401822917	nonsignificant
12480	1.12	0.3304	0.658410645068	nonsignificant
16405	1.18	0.3309	0.659216338924	nonsignificant
16643	0.93	0.331	0.659224920497	nonsignificant
14832	0.83	0.3311	0.65923349711	nonsignificant
15914	1.15	0.3312	0.659242068766	nonsignificant
14412	1.11	0.3315	0.659648613518	nonsignificant
13837	1.14	0.3316	0.659657060352	nonsignificant
16795	0.87	0.3319	0.660063250577	nonsignificant
13849	0.62	0.3321	0.66027038961	nonsignificant
12667	0.88	0.3323	0.660286905105	nonsignificant
15420	0.84	0.3323	0.660286905105	nonsignificant
13688	1.16	0.3327	0.660700576535	nonsignificant
16467	3.41	0.3327	0.660700576535	nonsignificant
11868	1.14	0.333	0.660915298185	nonsignificant
11901	0.81	0.333	0.660915298185	nonsignificant
16569	1.18	0.3331	0.660923358295	nonsignificant
18733	1.42	0.3332	0.660931413763	nonsignificant
12094	1.8	0.3339	0.662129274611	nonsignificant
19286	0.77	0.3342	0.662533467626	nonsignificant
18195	0.86	0.3343	0.662541052934	nonsignificant
17567	0.0	0.3347	0.663143025597	nonsignificant
13327	0.88	0.3349	0.663348504888	nonsignificant
13410	1.12	0.3353	0.663949899396	nonsignificant
14112	0.87	0.3356	0.664352988506	nonsignificant
19033	1.13	0.3357	0.664360040218	nonsignificant
16726	8.58	0.3363	0.665356318208	nonsignificant
13143	0.93	0.3365	0.665369833525	nonsignificant
18310	0.65	0.3365	0.665369833525	nonsignificant
15418	5.23	0.3369	0.665778571429	nonsignificant
16568	0.93	0.3369	0.665778571429	nonsignificant
13730	1.19	0.3371	0.665982764554	nonsignificant
11706	0.4	0.3376	0.666779357798	nonsignificant
17964	0.88	0.3378	0.666983147034	nonsignificant
12866	1.19	0.3385	0.667982383271	nonsignificant
18856	2.61	0.3385	0.667982383271	nonsignificant
12871	1.36	0.3393	0.668986176302	nonsignificant
17859	15.98	0.3392	0.668986176302	nonsignificant
18126	0.73	0.3393	0.668986176302	nonsignificant
11624	1.09	0.3394	0.668991874106	nonsignificant
18196	0.77	0.3397	0.669391676201	nonsignificant
15263	1.16	0.3398	0.66939725479	nonsignificant
18024	1.51	0.34	0.669599771298	nonsignificant
12230	1.24	0.3405	0.669823979446	nonsignificant
13080	2.91	0.3405	0.669823979446	nonsignificant
15877	0.84	0.3406	0.669823979446	nonsignificant
16488	0.85	0.3405	0.669823979446	nonsignificant
16837	1.36	0.3406	0.669823979446	nonsignificant
14491	0.89	0.3409	0.670031412268	nonsignificant
16172	9.94	0.3409	0.670031412268	nonsignificant
14227	0.93	0.3411	0.670058290598	nonsignificant
15592	7.59	0.3414	0.670058290598	nonsignificant
15861	1.12	0.3412	0.670058290598	nonsignificant
16528	0.88	0.3414	0.670058290598	nonsignificant
18439	0.85	0.3413	0.670058290598	nonsignificant
15598	0.89	0.3415	0.670063657078	nonsignificant
11509	0.88	0.3416	0.670069020501	nonsignificant
16773	0.84	0.3417	0.670074380871	nonsignificant
15512	2.4	0.3418	0.67007973819	nonsignificant
14752	0.91	0.3421	0.670477069701	nonsignificant
12088	0.5	0.3422	0.670482309443	nonsignificant
12806	1.29	0.3427	0.670704118148	nonsignificant
13319	0.82	0.3428	0.670704118148	nonsignificant
13365	1.36	0.3428	0.670704118148	nonsignificant
15465	1.16	0.3428	0.670704118148	nonsignificant
17732	7.55	0.3425	0.670704118148	nonsignificant
11655	0.88	0.3431	0.6707196084	nonsignificant
13577	1.35	0.343	0.6707196084	nonsignificant
19749	1.27	0.3431	0.6707196084	nonsignificant
17879	1.19	0.3435	0.67131106383	nonsignificant
16022	0.94	0.3436	0.671316052184	nonsignificant
14571	0.87	0.3437	0.671321037709	nonsignificant
16047	0.92	0.3438	0.671326020408	nonsignificant
18123	0.91	0.344	0.671526211391	nonsignificant
13261	1.22	0.3443	0.671545881687	nonsignificant
13310	1.24	0.3442	0.671545881687	nonsignificant
14284	0.74	0.3444	0.671545881687	nonsignificant
18365	0.87	0.3444	0.671545881687	nonsignificant
12539	1.16	0.3445	0.671550792303	nonsignificant
14345	1.16	0.3449	0.672140339463	nonsignificant
17744	0.89	0.345	0.672145079186	nonsignificant
14086	48.09	0.3451	0.672149816228	nonsignificant
12434	0.86	0.3452	0.672154550594	nonsignificant
12002	1.12	0.3454	0.672353941791	nonsignificant
16644	1.25	0.3455	0.672358615819	nonsignificant
14564	0.88	0.3457	0.672557836769	nonsignificant
16970	0.56	0.3458	0.672562450593	nonsignificant
14855	3.09	0.346	0.672761501552	nonsignificant
17887	1.11	0.3464	0.673349209932	nonsignificant
18112	0.88	0.3465	0.673353596615	nonsignificant
11987	0.89	0.3466	0.673357980823	nonsignificant
17951	1.19	0.3469	0.673750803496	nonsignificant
17552	1.21	0.3472	0.674143404735	nonsignificant
15060	27.16	0.3475	0.674535784728	nonsignificant
11302	1.32	0.348	0.674935810811	nonsignificant
15221	1.19	0.3479	0.674935810811	nonsignificant
15425	1.25	0.348	0.674935810811	nonsignificant
14601	0.88	0.3482	0.675133633549	nonsignificant
12703	0.91	0.3483	0.675137507034	nonsignificant
16688	0.88	0.3486	0.675528945148	nonsignificant
12145	0.94	0.3487	0.675532705287	nonsignificant
11029	1.12	0.3491	0.675737538634	nonsignificant
11328	0.91	0.349	0.675737538634	nonsignificant
16409	0.94	0.3491	0.675737538634	nonsignificant
13434	0.52	0.3492	0.675741235955	nonsignificant
10831	1.19	0.3495	0.676131844987	nonsignificant
12742	1.39	0.3496	0.676135429534	nonsignificant
11221	1.13	0.35	0.676160465116	nonsignificant
14089	1.27	0.3501	0.676160465116	nonsignificant
14390	0.92	0.3502	0.676160465116	nonsignificant
14480	1.05	0.3503	0.676160465116	nonsignificant
14758	1.11	0.3503	0.676160465116	nonsignificant
17175	0.87	0.35	0.676160465116	nonsignificant
19251	0.21	0.3503	0.676160465116	nonsignificant
18568	0.79	0.3504	0.676164033613	nonsignificant
16407	0.91	0.3505	0.676167600112	nonsignificant
13025	0.92	0.3507	0.67617472712	nonsignificant
19487	0.8	0.3507	0.67617472712	nonsignificant
11003	1.07	0.3513	0.677142053721	nonsignificant
15949	0.89	0.3519	0.677919211409	nonsignificant
18290	1.81	0.3519	0.677919211409	nonsignificant
15163	0.88	0.352	0.677922281241	nonsignificant
11937	0.9	0.3522	0.678117887088	nonsignificant
17778	0.78	0.3524	0.678313383627	nonsignificant
15572	0.88	0.3525	0.678316340782	nonsignificant
17577	1.11	0.3526	0.678319296286	nonsignificant
19671	0.78	0.3527	0.67832225014	nonsignificant
15279	0.94	0.353	0.678709740441	nonsignificant
13934	1.78	0.3534	0.678723940914	nonsignificant
14456	0.91	0.3533	0.678723940914	nonsignificant
14563	0.88	0.3534	0.678723940914	nonsignificant
14965	1.19	0.3535	0.678723940914	nonsignificant
16197	3.76	0.3535	0.678723940914	nonsignificant
11212	1.2	0.3537	0.678918723879	nonsignificant
13326	1.08	0.354	0.679305292479	nonsignificant
11147	0.72	0.3545	0.680075327207	nonsignificant
10475	0.91	0.3548	0.680283963313	nonsignificant
12729	0.79	0.355	0.680283963313	nonsignificant
13392	1.27	0.3553	0.680283963313	nonsignificant
13744	0.93	0.3552	0.680283963313	nonsignificant
15591	0.93	0.3553	0.680283963313	nonsignificant
16763	0.86	0.3551	0.680283963313	nonsignificant
17488	1.13	0.3553	0.680283963313	nonsignificant
10801	0.87	0.3556	0.680480111111	nonsignificant
11176	1.83	0.3556	0.680480111111	nonsignificant
13028	0.91	0.3561	0.681058550805	nonsignificant
14236	1.1	0.3561	0.681058550805	nonsignificant
12472	0.9	0.3562	0.681060727172	nonsignificant
14670	1.24	0.3567	0.681827497225	nonsignificant
13771	1.15	0.357	0.682211650485	nonsignificant
18924	1.25	0.3571	0.682213505269	nonsignificant
11260	0.9	0.3572	0.682215359024	nonsignificant
13571	7.3	0.3574	0.682408148559	nonsignificant
13810	1.12	0.3576	0.682600831255	nonsignificant
14710	0.91	0.3577	0.682602576177	nonsignificant
13029	1.18	0.3579	0.682795098311	nonsignificant
16661	1.32	0.3581	0.682987513843	nonsignificant
13380	1.21	0.3583	0.683179822862	nonsignificant
12711	0.9	0.3588	0.683565597345	nonsignificant
13283	1.4	0.3588	0.683565597345	nonsignificant
18691	0.89	0.3587	0.683565597345	nonsignificant
14225	0.55	0.359	0.683757533868	nonsignificant
12324	2.2	0.3592	0.68394936429	nonsignificant
17381	1.16	0.3596	0.684521801603	nonsignificant
14619	0.9	0.36	0.685093922652	nonsignificant
15434	0.86	0.3604	0.6856657277	nonsignificant
