OG	K	P	FDR_P	interpretation
16669	0.9	0.3406	0.702940425532	nonsignificant
12430	0.82	0.3416	0.7035284689	nonsignificant
12630	1.08	0.3415	0.7035284689	nonsignificant
15138	0.61	0.3414	0.7035284689	nonsignificant
16791	0.83	0.3413	0.7035284689	nonsignificant
17235	0.81	0.3411	0.7035284689	nonsignificant
18161	1.33	0.3414	0.7035284689	nonsignificant
18318	1.23	0.3414	0.7035284689	nonsignificant
14069	1.48	0.342	0.704141704036	nonsignificant
12501	0.0	0.3426	0.705166228332	nonsignificant
13661	0.84	0.3428	0.705367074993	nonsignificant
13685	1.37	0.3432	0.70597921147	nonsignificant
13915	10.7	0.3436	0.706169262907	nonsignificant
15386	1.36	0.3436	0.706169262907	nonsignificant
17973	0.87	0.3436	0.706169262907	nonsignificant
15224	0.87	0.3439	0.706364240978	nonsignificant
18042	1.13	0.3438	0.706364240978	nonsignificant
11074	1.28	0.3445	0.706543031566	nonsignificant
12511	0.87	0.3444	0.706543031566	nonsignificant
14255	1.13	0.3442	0.706543031566	nonsignificant
16528	1.38	0.3444	0.706543031566	nonsignificant
18028	1.37	0.3444	0.706543031566	nonsignificant
15513	0.83	0.3448	0.706732014281	nonsignificant
15783	1.24	0.3449	0.706732014281	nonsignificant
16435	0.77	0.3449	0.706732014281	nonsignificant
13482	1.22	0.3456	0.707938573551	nonsignificant
14422	1.19	0.3457	0.707938573551	nonsignificant
15829	0.83	0.3459	0.707938573551	nonsignificant
16224	0.87	0.3458	0.707938573551	nonsignificant
14064	0.83	0.3462	0.7083304038	nonsignificant
16766	0.61	0.3463	0.7083304038	nonsignificant
17333	1.11	0.3464	0.7083304038	nonsignificant
17592	0.68	0.347	0.709346690413	nonsignificant
16759	0.89	0.3476	0.71035594779	nonsignificant
16987	0.0	0.3477	0.71035594779	nonsignificant
16353	0.75	0.348	0.710758007117	nonsignificant
14395	0.88	0.3486	0.711772368811	nonsignificant
10869	0.46	0.3489	0.711962755556	nonsignificant
13897	0.11	0.3489	0.711962755556	nonsignificant
13553	1.11	0.3493	0.712356855197	nonsignificant
15616	1.19	0.3492	0.712356855197	nonsignificant
13040	0.89	0.3499	0.713136428149	nonsignificant
18394	0.87	0.3502	0.713136428149	nonsignificant
18671	0.72	0.3498	0.713136428149	nonsignificant
18939	1.13	0.3501	0.713136428149	nonsignificant
19224	1.28	0.3502	0.713136428149	nonsignificant
11002	1.28	0.3506	0.713507026867	nonsignificant
12933	1.22	0.3508	0.713507026867	nonsignificant
15251	0.89	0.3505	0.713507026867	nonsignificant
16569	1.3	0.3507	0.713507026867	nonsignificant
17798	0.77	0.3509	0.713507026867	nonsignificant
13345	5.35	0.3513	0.713898819711	nonsignificant
13697	1.17	0.3512	0.713898819711	nonsignificant
14438	0.85	0.3516	0.714072089596	nonsignificant
14597	1.19	0.3518	0.714072089596	nonsignificant
15198	1.21	0.3518	0.714072089596	nonsignificant
17866	0.79	0.3516	0.714072089596	nonsignificant
14848	1.11	0.3521	0.714470447849	nonsignificant
14749	0.8	0.3523	0.714665714286	nonsignificant
16285	6.55	0.3527	0.715266460542	nonsignificant
11519	1.2	0.3529	0.71545350206	nonsignificant
16678	0.86	0.353	0.71545350206	nonsignificant
10837	1.13	0.3534	0.71605348632	nonsignificant
15480	1.19	0.3536	0.716239900029	nonsignificant
16131	0.9	0.3537	0.716239900029	nonsignificant
16734	1.2	0.354	0.716636684303	nonsignificant
10493	1.13	0.3543	0.716814331865	nonsignificant
14665	0.86	0.3544	0.716814331865	nonsignificant
17782	1.14	0.3544	0.716814331865	nonsignificant
17024	0.88	0.3546	0.717008279507	nonsignificant
10671	1.3	0.3549	0.71718539161	nonsignificant
13254	1.13	0.3549	0.71718539161	nonsignificant
13454	0.92	0.355	0.71718539161	nonsignificant
12270	0.9	0.3557	0.717967731536	nonsignificant
17929	0.81	0.3556	0.717967731536	nonsignificant
18573	0.64	0.3556	0.717967731536	nonsignificant
16751	1.83	0.3559	0.718160943452	nonsignificant
13309	1.08	0.3562	0.718555770357	nonsignificant
11071	1.12	0.3567	0.718722322996	nonsignificant
12621	0.77	0.3565	0.718722322996	nonsignificant
12729	0.83	0.3567	0.718722322996	nonsignificant
18186	1.24	0.3566	0.718722322996	nonsignificant
11939	1.18	0.357	0.718897310728	nonsignificant
12073	0.91	0.3571	0.718897310728	nonsignificant
12594	1.18	0.3571	0.718897310728	nonsignificant
12127	1.24	0.3576	0.719273130841	nonsignificant
13876	1.09	0.3576	0.719273130841	nonsignificant
17119	1.16	0.3574	0.719273130841	nonsignificant
14420	1.18	0.3581	0.72005021885	nonsignificant
17686	1.13	0.3583	0.72005021885	nonsignificant
18053	0.86	0.3582	0.72005021885	nonsignificant
12949	0.86	0.3586	0.720442882147	nonsignificant
12956	1.38	0.3589	0.72062516035	nonsignificant
15366	29.1	0.3589	0.72062516035	nonsignificant
10942	1.15	0.3595	0.721199097	nonsignificant
12824	0.9	0.3594	0.721199097	nonsignificant
13852	0.89	0.3595	0.721199097	nonsignificant
10657	0.87	0.3599	0.721781659389	nonsignificant
12349	0.61	0.36	0.721781659389	nonsignificant
15817	0.84	0.3605	0.722573777648	nonsignificant
12495	1.28	0.3611	0.723565813209	nonsignificant
11148	0.88	0.3617	0.72455727167	nonsignificant
14049	11.93	0.3619	0.724747106717	nonsignificant
14689	1.27	0.3621	0.724936831395	nonsignificant
19032	1.26	0.3623	0.725126445801	nonsignificant
12002	1.18	0.3625	0.725315950029	nonsignificant
13890	0.86	0.3631	0.726305460354	nonsignificant
11691	1.39	0.3633	0.726494512195	nonsignificant
10670	1.75	0.3637	0.726661415724	nonsignificant
10965	0.67	0.3636	0.726661415724	nonsignificant
17318	1.24	0.3637	0.726661415724	nonsignificant
12559	0.16	0.3647	0.728236851261	nonsignificant
16208	1.39	0.3647	0.728236851261	nonsignificant
10295	1.23	0.3653	0.728486250722	nonsignificant
10351	1.13	0.3658	0.728486250722	nonsignificant
11147	1.19	0.3662	0.728486250722	nonsignificant
12543	0.8	0.365	0.728486250722	nonsignificant
12563	6.55	0.366	0.728486250722	nonsignificant
13585	22.04	0.3655	0.728486250722	nonsignificant
14207	0.38	0.3661	0.728486250722	nonsignificant
14363	1.16	0.3661	0.728486250722	nonsignificant
15948	0.7	0.3655	0.728486250722	nonsignificant
16312	0.81	0.3657	0.728486250722	nonsignificant
16754	1.11	0.3658	0.728486250722	nonsignificant
18122	1.17	0.366	0.728486250722	nonsignificant
18593	0.84	0.3662	0.728486250722	nonsignificant
11491	0.88	0.3665	0.728872509385	nonsignificant
11715	0.89	0.3669	0.729457361432	nonsignificant
13039	1.67	0.3676	0.729795675987	nonsignificant
13982	0.88	0.3676	0.729795675987	nonsignificant
15390	1.16	0.3676	0.729795675987	nonsignificant
16541	1.12	0.3675	0.729795675987	nonsignificant
16637	50.0	0.3676	0.729795675987	nonsignificant
11613	0.82	0.3686	0.730493413863	nonsignificant
11764	0.88	0.3688	0.730493413863	nonsignificant
11786	0.83	0.3686	0.730493413863	nonsignificant
13149	0.43	0.3687	0.730493413863	nonsignificant
14353	0.91	0.3688	0.730493413863	nonsignificant
15498	1.08	0.3681	0.730493413863	nonsignificant
15661	0.74	0.3683	0.730493413863	nonsignificant
17126	0.88	0.3688	0.730493413863	nonsignificant
13662	0.9	0.3693	0.730643234703	nonsignificant
14106	0.67	0.3691	0.730643234703	nonsignificant
14568	1.28	0.3693	0.730643234703	nonsignificant
15645	0.6	0.3692	0.730643234703	nonsignificant
15441	2.37	0.3695	0.730828977599	nonsignificant
19056	0.82	0.3697	0.731014613839	nonsignificant
15165	0.87	0.3699	0.731200143513	nonsignificant
13178	7.47	0.3703	0.731570883534	nonsignificant
15655	0.83	0.3703	0.731570883534	nonsignificant
15425	0.0	0.3705	0.731756094064	nonsignificant
11119	1.21	0.3711	0.73207646722	nonsignificant
12600	1.14	0.3713	0.73207646722	nonsignificant
12808	1.38	0.3712	0.73207646722	nonsignificant
15052	0.89	0.371	0.73207646722	nonsignificant
16564	1.11	0.3712	0.73207646722	nonsignificant
16864	1.17	0.3708	0.73207646722	nonsignificant
13671	1.11	0.3715	0.732236241419	nonsignificant
17014	0.56	0.3717	0.732236241419	nonsignificant
18470	0.82	0.3717	0.732236241419	nonsignificant
17596	0.69	0.3727	0.733996253932	nonsignificant
10733	0.55	0.3736	0.73408935806	nonsignificant
11552	0.91	0.3733	0.73408935806	nonsignificant
12057	9.1	0.373	0.73408935806	nonsignificant
12233	1.45	0.3735	0.73408935806	nonsignificant
14248	1.1	0.3731	0.73408935806	nonsignificant
16382	1.28	0.3735	0.73408935806	nonsignificant
16563	0.86	0.3731	0.73408935806	nonsignificant
19536	1.76	0.3736	0.73408935806	nonsignificant
18767	0.76	0.3739	0.734469281232	nonsignificant
14954	0.86	0.3744	0.735241745081	nonsignificant
15528	1.14	0.3748	0.735817445838	nonsignificant
13447	0.84	0.3751	0.736196551724	nonsignificant
16902	1.27	0.3757	0.737164074074	nonsignificant
10666	1.16	0.3759	0.73734642552	nonsignificant
17974	0.91	0.3761	0.737528673121	nonsignificant
13861	0.8	0.3765	0.738102903501	nonsignificant
10767	1.28	0.3769	0.738466657183	nonsignificant
18176	1.16	0.3769	0.738466657183	nonsignificant
16620	0.83	0.3774	0.739236006826	nonsignificant
16225	0.92	0.3777	0.739613278362	nonsignificant
13163	0.91	0.3779	0.739794570779	nonsignificant
11879	0.78	0.3783	0.7403525	nonsignificant
17804	1.97	0.3784	0.7403525	nonsignificant
14092	1.45	0.379	0.741105337876	nonsignificant
14751	0.86	0.3789	0.741105337876	nonsignificant
13594	1.54	0.3796	0.741436528644	nonsignificant
14193	1.47	0.3793	0.741436528644	nonsignificant
15508	1.17	0.3796	0.741436528644	nonsignificant
17052	2.99	0.3794	0.741436528644	nonsignificant
14396	1.05	0.3798	0.741616841508	nonsignificant
12010	0.9	0.3803	0.742367469538	nonsignificant
17309	1.24	0.3804	0.742367469538	nonsignificant
11144	0.88	0.381	0.742471202263	nonsignificant
13298	0.82	0.3811	0.742471202263	nonsignificant
13818	0.66	0.3808	0.742471202263	nonsignificant
14199	1.22	0.3807	0.742471202263	nonsignificant
15972	0.9	0.3808	0.742471202263	nonsignificant
16101	1.15	0.381	0.742471202263	nonsignificant
12046	0.86	0.3816	0.742814923686	nonsignificant
16148	0.9	0.3816	0.742814923686	nonsignificant
16657	1.24	0.3815	0.742814923686	nonsignificant
14898	2.15	0.3818	0.742948249577	nonsignificant
15612	0.88	0.3821	0.742948249577	nonsignificant
16405	0.82	0.3821	0.742948249577	nonsignificant
18579	0.87	0.3819	0.742948249577	nonsignificant
12183	0.92	0.3823	0.743127321479	nonsignificant
15061	0.83	0.3827	0.74369494921	nonsignificant
17380	1.34	0.3833	0.744005579036	nonsignificant
17435	0.8	0.3833	0.744005579036	nonsignificant
17631	0.0	0.3834	0.744005579036	nonsignificant
17923	0.0	0.3833	0.744005579036	nonsignificant
17965	1.45	0.3833	0.744005579036	nonsignificant
16586	3.51	0.3841	0.745154	nonsignificant
12438	0.78	0.3844	0.745316103604	nonsignificant
16036	0.88	0.3843	0.745316103604	nonsignificant
14710	1.2	0.3846	0.745494005066	nonsignificant
13363	0.81	0.3849	0.74586558807	nonsignificant
14952	0.89	0.3852	0.745994884767	nonsignificant
15289	1.25	0.3853	0.745994884767	nonsignificant
15908	0.91	0.3854	0.745994884767	nonsignificant
16497	0.3	0.3852	0.745994884767	nonsignificant
13037	2.55	0.3856	0.746172295589	nonsignificant
18575	0.86	0.3859	0.746543061798	nonsignificant
16307	1.14	0.3864	0.74728396968	nonsignificant
17644	0.82	0.3865	0.74728396968	nonsignificant
14357	0.7	0.3867	0.747460819534	nonsignificant
12518	0.81	0.3874	0.74860375982	nonsignificant
17889	0.84	0.388	0.749552875175	nonsignificant
10775	0.83	0.3889	0.750071205792	nonsignificant
11642	0.0	0.391	0.750071205792	nonsignificant
12159	0.87	0.3911	0.750071205792	nonsignificant
12223	0.5	0.3909	0.750071205792	nonsignificant
12514	0.0	0.39	0.750071205792	nonsignificant
12953	0.67	0.3902	0.750071205792	nonsignificant
13187	1.23	0.3884	0.750071205792	nonsignificant
13446	1.35	0.3901	0.750071205792	nonsignificant
13534	3.43	0.389	0.750071205792	nonsignificant
13863	0.87	0.3888	0.750071205792	nonsignificant
14212	0.81	0.3909	0.750071205792	nonsignificant
14431	0.87	0.3899	0.750071205792	nonsignificant
14434	15.53	0.389	0.750071205792	nonsignificant
14818	1.27	0.39	0.750071205792	nonsignificant
14908	1.37	0.39	0.750071205792	nonsignificant
15182	2.53	0.3892	0.750071205792	nonsignificant
15280	1.13	0.3911	0.750071205792	nonsignificant
15839	0.88	0.3907	0.750071205792	nonsignificant
16431	0.89	0.3905	0.750071205792	nonsignificant
16591	0.89	0.3905	0.750071205792	nonsignificant
16785	6.86	0.3893	0.750071205792	nonsignificant
17370	0.87	0.3895	0.750071205792	nonsignificant
17712	1.29	0.3898	0.750071205792	nonsignificant
17721	1.17	0.3908	0.750071205792	nonsignificant
17917	1.12	0.3911	0.750071205792	nonsignificant
18384	1.1	0.3897	0.750071205792	nonsignificant
13613	0.87	0.3913	0.750245851893	nonsignificant
11882	1.93	0.3916	0.750403227602	nonsignificant
15375	0.87	0.3916	0.750403227602	nonsignificant
18875	0.8	0.3922	0.751343922114	nonsignificant
13555	0.93	0.3927	0.751883486239	nonsignificant
14780	0.68	0.3926	0.751883486239	nonsignificant
12803	0.81	0.3931	0.75223109197	nonsignificant
13448	3.46	0.393	0.75223109197	nonsignificant
19669	0.83	0.3934	0.752596055556	nonsignificant
15295	0.81	0.3937	0.75296081644	nonsignificant
15860	0.81	0.3948	0.754854969461	nonsignificant
11444	0.88	0.3952	0.754990957004	nonsignificant
16869	1.27	0.3951	0.754990957004	nonsignificant
17355	1.11	0.3951	0.754990957004	nonsignificant
11574	0.83	0.3956	0.755336068755	nonsignificant
16209	0.61	0.3956	0.755336068755	nonsignificant
14891	0.86	0.3963	0.756462888027	nonsignificant
13785	1.45	0.3976	0.758734053755	nonsignificant
15012	1.13	0.398	0.759267432844	nonsignificant
17971	0.88	0.3981	0.759267432844	nonsignificant
12352	1.2	0.3986	0.759379861687	nonsignificant
13411	1.61	0.3986	0.759379861687	nonsignificant
16166	1.38	0.3985	0.759379861687	nonsignificant
16602	1.15	0.3986	0.759379861687	nonsignificant
10724	1.26	0.399	0.759511608624	nonsignificant
12174	0.93	0.3988	0.759511608624	nonsignificant
15756	0.8	0.399	0.759511608624	nonsignificant
18406	0.85	0.3992	0.759682343189	nonsignificant
15946	1.13	0.3994	0.759852983425	nonsignificant
10416	0.86	0.4004	0.760010052183	nonsignificant
11154	1.32	0.3998	0.760010052183	nonsignificant
11652	4.86	0.4012	0.760010052183	nonsignificant
13056	1.1	0.4016	0.760010052183	nonsignificant
13066	0.78	0.4017	0.760010052183	nonsignificant
13546	1.27	0.4009	0.760010052183	nonsignificant
13680	1.28	0.4018	0.760010052183	nonsignificant
14018	0.79	0.4008	0.760010052183	nonsignificant
14948	1.22	0.4018	0.760010052183	nonsignificant
14965	0.82	0.4015	0.760010052183	nonsignificant
15035	1.06	0.4011	0.760010052183	nonsignificant
15475	1.22	0.4007	0.760010052183	nonsignificant
15880	0.87	0.4018	0.760010052183	nonsignificant
16165	0.89	0.4009	0.760010052183	nonsignificant
16362	0.91	0.4001	0.760010052183	nonsignificant
16510	2.15	0.4018	0.760010052183	nonsignificant
16877	0.74	0.4015	0.760010052183	nonsignificant
17391	1.16	0.4	0.760010052183	nonsignificant
17478	0.83	0.4003	0.760010052183	nonsignificant
17951	0.82	0.4005	0.760010052183	nonsignificant
18069	1.34	0.4012	0.760010052183	nonsignificant
17070	1.49	0.4026	0.761105188032	nonsignificant
18050	0.84	0.4025	0.761105188032	nonsignificant
10867	0.86	0.4031	0.761403454894	nonsignificant
12313	1.55	0.4032	0.761403454894	nonsignificant
13068	15.5	0.403	0.761403454894	nonsignificant
16206	2.7	0.4031	0.761403454894	nonsignificant
14947	1.19	0.4036	0.761929816388	nonsignificant
19291	1.27	0.4037	0.761929816388	nonsignificant
11495	0.91	0.4044	0.763021500959	nonsignificant
16984	1.24	0.4045	0.763021500959	nonsignificant
13936	3.47	0.4048	0.763169340268	nonsignificant
16144	1.13	0.4048	0.763169340268	nonsignificant
13117	0.0	0.4052	0.763296608315	nonsignificant
16436	1.23	0.4051	0.763296608315	nonsignificant
17067	0.63	0.4051	0.763296608315	nonsignificant
14089	1.35	0.4059	0.764197184254	nonsignificant
15585	0.94	0.4059	0.764197184254	nonsignificant
12830	0.81	0.4063	0.764741213446	nonsignificant
13969	1.19	0.4067	0.764825409389	nonsignificant
14733	0.0	0.4069	0.764825409389	nonsignificant
15099	1.16	0.4068	0.764825409389	nonsignificant
18337	1.26	0.4069	0.764825409389	nonsignificant
18882	0.83	0.4068	0.764825409389	nonsignificant
14505	0.79	0.4072	0.765180463847	nonsignificant
14262	0.92	0.4077	0.765660207141	nonsignificant
15249	0.87	0.4078	0.765660207141	nonsignificant
15544	1.32	0.4077	0.765660207141	nonsignificant
18382	0.93	0.4079	0.765660207141	nonsignificant
11271	1.1	0.4084	0.76638986376	nonsignificant
19106	1.14	0.4086	0.766556306184	nonsignificant
12751	1.33	0.4088	0.766722657952	nonsignificant
10496	0.87	0.409	0.766846367347	nonsignificant
11908	0.89	0.4091	0.766846367347	nonsignificant
15092	0.82	0.4092	0.766846367347	nonsignificant
12326	0.82	0.4094	0.766991161273	nonsignificant
19498	0.82	0.4095	0.766991161273	nonsignificant
12132	0.85	0.4098	0.767344371941	nonsignificant
13670	1.12	0.4103	0.767590173724	nonsignificant
13828	0.75	0.4101	0.767590173724	nonsignificant
14381	0.9	0.4105	0.767590173724	nonsignificant
15248	1.19	0.4104	0.767590173724	nonsignificant
15894	0.83	0.4106	0.767590173724	nonsignificant
16251	1.27	0.4105	0.767590173724	nonsignificant
11666	16.35	0.4108	0.767755658073	nonsignificant
13635	0.87	0.4112	0.767856627812	nonsignificant
14271	1.29	0.4113	0.767856627812	nonsignificant
16798	1.1	0.4111	0.767856627812	nonsignificant
19007	1.15	0.4113	0.767856627812	nonsignificant
12866	1.16	0.4116	0.768000325115	nonsignificant
15190	1.28	0.4116	0.768000325115	nonsignificant
11995	0.89	0.4121	0.768308798051	nonsignificant
14242	1.26	0.4121	0.768308798051	nonsignificant
17359	2.14	0.412	0.768308798051	nonsignificant
12816	0.81	0.4123	0.768344312348	nonsignificant
14026	0.86	0.4126	0.768344312348	nonsignificant
14549	0.0	0.4129	0.768344312348	nonsignificant
15495	2.01	0.4126	0.768344312348	nonsignificant
16189	1.2	0.4128	0.768344312348	nonsignificant
18006	0.88	0.4125	0.768344312348	nonsignificant
18018	1.68	0.4128	0.768344312348	nonsignificant
12066	1.15	0.4141	0.768708005391	nonsignificant
12316	1.31	0.4141	0.768708005391	nonsignificant
12566	1.11	0.4138	0.768708005391	nonsignificant
13069	1.14	0.4135	0.768708005391	nonsignificant
14277	0.88	0.4135	0.768708005391	nonsignificant
14810	0.76	0.414	0.768708005391	nonsignificant
15548	1.26	0.4141	0.768708005391	nonsignificant
15625	1.42	0.4141	0.768708005391	nonsignificant
17623	1.25	0.4134	0.768708005391	nonsignificant
19280	0.8	0.4143	0.768872029103	nonsignificant
12173	0.92	0.4146	0.768992703285	nonsignificant
13234	0.91	0.4147	0.768992703285	nonsignificant
13798	0.84	0.4145	0.768992703285	nonsignificant
15505	4.64	0.4155	0.769832490586	nonsignificant
16615	1.32	0.4156	0.769832490586	nonsignificant
17367	1.31	0.4154	0.769832490586	nonsignificant
19202	0.91	0.4156	0.769832490586	nonsignificant
15049	1.3	0.4161	0.770344274194	nonsignificant
16133	1.17	0.4161	0.770344274194	nonsignificant
12533	0.71	0.4167	0.77124775598	nonsignificant
10338	1.09	0.4169	0.771410612574	nonsignificant
15918	0.88	0.4173	0.771943352135	nonsignificant
12078	1.14	0.4184	0.772089338334	nonsignificant
12983	1.31	0.4177	0.772089338334	nonsignificant
13171	1.21	0.4185	0.772089338334	nonsignificant
13340	1.24	0.4183	0.772089338334	nonsignificant
13383	3.8	0.4182	0.772089338334	nonsignificant
14906	8.31	0.4178	0.772089338334	nonsignificant
15945	0.85	0.4184	0.772089338334	nonsignificant
16720	0.0	0.4183	0.772089338334	nonsignificant
17381	0.89	0.4182	0.772089338334	nonsignificant
18499	0.67	0.4181	0.772089338334	nonsignificant
15240	1.2	0.4187	0.77225144617	nonsignificant
17169	1.48	0.4195	0.773519812584	nonsignificant
13721	1.15	0.4197	0.773681450749	nonsignificant
15097	1.17	0.4199	0.773843002408	nonsignificant
11835	0.94	0.4214	0.774328121665	nonsignificant
12257	1.19	0.4207	0.774328121665	nonsignificant
13115	44.29	0.421	0.774328121665	nonsignificant
14278	0.85	0.4211	0.774328121665	nonsignificant
15845	0.91	0.4204	0.774328121665	nonsignificant
15944	0.92	0.4209	0.774328121665	nonsignificant
16618	1.1	0.4208	0.774328121665	nonsignificant
17633	1.22	0.4209	0.774328121665	nonsignificant
17670	0.38	0.4213	0.774328121665	nonsignificant
17934	0.86	0.4214	0.774328121665	nonsignificant
18686	1.67	0.4203	0.774328121665	nonsignificant
11130	0.86	0.4221	0.774581055156	nonsignificant
14817	0.9	0.4217	0.774581055156	nonsignificant
15620	0.93	0.4219	0.774581055156	nonsignificant
16023	10.85	0.4221	0.774581055156	nonsignificant
17695	1.18	0.422	0.774581055156	nonsignificant
13225	1.19	0.4225	0.775108550879	nonsignificant
11216	1.18	0.4228	0.775452356858	nonsignificant
14864	0.92	0.423	0.775612619808	nonsignificant
19093	0.81	0.4233	0.775956108597	nonsignificant
13244	2.12	0.4238	0.776229540016	nonsignificant
13491	1.51	0.4238	0.776229540016	nonsignificant
15875	0.89	0.4238	0.776229540016	nonsignificant
16807	0.67	0.4239	0.776229540016	nonsignificant
18004	1.14	0.4244	0.776938543328	nonsignificant
11694	0.87	0.4258	0.777022946476	nonsignificant
12697	26.69	0.4254	0.777022946476	nonsignificant
12944	0.83	0.425	0.777022946476	nonsignificant
13050	0.96	0.4257	0.777022946476	nonsignificant
13167	1.08	0.4248	0.777022946476	nonsignificant
13450	1.21	0.4246	0.777022946476	nonsignificant
15219	1.18	0.4254	0.777022946476	nonsignificant
15489	0.91	0.4252	0.777022946476	nonsignificant
17383	1.17	0.4248	0.777022946476	nonsignificant
17681	0.85	0.4258	0.777022946476	nonsignificant
17732	1.65	0.4258	0.777022946476	nonsignificant
19503	1.37	0.4254	0.777022946476	nonsignificant
12523	1.23	0.4262	0.777294017999	nonsignificant
13673	0.84	0.4261	0.777294017999	nonsignificant
14033	0.87	0.4264	0.777294017999	nonsignificant
15054	0.84	0.4263	0.777294017999	nonsignificant
14565	2.53	0.4266	0.777452818206	nonsignificant
13400	0.81	0.4275	0.778269230769	nonsignificant
13405	1.2	0.4273	0.778269230769	nonsignificant
14801	1.2	0.4275	0.778269230769	nonsignificant
15037	0.1	0.4273	0.778269230769	nonsignificant
14187	1.34	0.4279	0.778380163761	nonsignificant
16423	2.57	0.4278	0.778380163761	nonsignificant
17038	1.11	0.4279	0.778380163761	nonsignificant
12411	0.88	0.4283	0.778696436114	nonsignificant
15640	0.38	0.4283	0.778696436114	nonsignificant
10640	1.14	0.4287	0.77901237467	nonsignificant
11601	1.17	0.4287	0.77901237467	nonsignificant
12560	0.85	0.429	0.77912251516	nonsignificant
13076	1.2	0.4291	0.77912251516	nonsignificant
16757	0.02	0.4289	0.77912251516	nonsignificant
15697	0.9	0.4296	0.779824775962	nonsignificant
15699	1.3	0.4299	0.780163715415	nonsignificant
11599	1.17	0.4304	0.780490457413	nonsignificant
14408	1.74	0.4306	0.780490457413	nonsignificant
14618	3.28	0.4308	0.780490457413	nonsignificant
15580	0.9	0.431	0.780490457413	nonsignificant
17545	1.21	0.4309	0.780490457413	nonsignificant
18112	0.87	0.4309	0.780490457413	nonsignificant
18654	1.38	0.4304	0.780490457413	nonsignificant
18900	0.8	0.4306	0.780490457413	nonsignificant
19088	0.75	0.4311	0.780490457413	nonsignificant
16943	0.91	0.4313	0.780647332457	nonsignificant
16577	0.87	0.432	0.781708880715	nonsignificant
13145	0.91	0.4322	0.781865353297	nonsignificant
11859	0.95	0.433	0.782260608445	nonsignificant
13508	0.9	0.4327	0.782260608445	nonsignificant
14522	0.86	0.4329	0.782260608445	nonsignificant
16149	1.27	0.433	0.782260608445	nonsignificant
17825	0.86	0.433	0.782260608445	nonsignificant
19443	0.82	0.4331	0.782260608445	nonsignificant
12845	1.18	0.4333	0.782416649187	nonsignificant
17238	0.72	0.4336	0.782753132372	nonsignificant
10889	2.29	0.4341	0.783096756474	nonsignificant
13409	0.89	0.4345	0.783096756474	nonsignificant
15230	1.48	0.4344	0.783096756474	nonsignificant
15503	0.89	0.4344	0.783096756474	nonsignificant
17045	0.87	0.4347	0.783096756474	nonsignificant
17251	1.16	0.4344	0.783096756474	nonsignificant
17578	0.84	0.4346	0.783096756474	nonsignificant
18565	1.52	0.4342	0.783096756474	nonsignificant
16029	1.16	0.4351	0.783612369247	nonsignificant
15637	1.16	0.4354	0.783947660131	nonsignificant
12498	0.89	0.4356	0.784102770518	nonsignificant
11514	1.3	0.4366	0.784163366337	nonsignificant
11857	1.17	0.4362	0.784163366337	nonsignificant
12647	1.27	0.4364	0.784163366337	nonsignificant
13266	1.15	0.4367	0.784163366337	nonsignificant
13586	0.9	0.4362	0.784163366337	nonsignificant
13937	0.94	0.4368	0.784163366337	nonsignificant
14868	1.22	0.4367	0.784163366337	nonsignificant
15006	1.15	0.436	0.784163366337	nonsignificant
16716	1.16	0.436	0.784163366337	nonsignificant
17479	0.83	0.4367	0.784163366337	nonsignificant
17481	1.4	0.437	0.784163366337	nonsignificant
18870	0.88	0.437	0.784163366337	nonsignificant
17047	0.72	0.4374	0.78447234375	nonsignificant
18921	0.26	0.4374	0.78447234375	nonsignificant
10261	1.18	0.4377	0.784601743883	nonsignificant
16008	1.45	0.4376	0.784601743883	nonsignificant
17022	0.76	0.4379	0.784755997918	nonsignificant
15725	1.21	0.4383	0.785268496358	nonsignificant
16446	0.81	0.4388	0.785959843953	nonsignificant
15768	1.13	0.4393	0.786446347803	nonsignificant
17534	1.1	0.4393	0.786446347803	nonsignificant
12617	0.83	0.4397	0.78695787422	nonsignificant
10834	1.18	0.4401	0.787264597403	nonsignificant
11275	0.94	0.44	0.787264597403	nonsignificant
12785	1.21	0.4405	0.787775512854	nonsignificant
14055	0.91	0.441	0.787851361868	nonsignificant
14623	2.18	0.4408	0.787851361868	nonsignificant
17922	0.92	0.441	0.787851361868	nonsignificant
18514	1.21	0.4408	0.787851361868	nonsignificant
14143	0.92	0.4417	0.788079766839	nonsignificant
16283	0.91	0.4415	0.788079766839	nonsignificant
17055	1.1	0.4415	0.788079766839	nonsignificant
17216	0.8	0.4416	0.788079766839	nonsignificant
17608	1.12	0.4416	0.788079766839	nonsignificant
17495	0.88	0.4419	0.788232400932	nonsignificant
16675	0.83	0.4422	0.788563283273	nonsignificant
16974	1.65	0.4424	0.788715713176	nonsignificant
15482	18.17	0.443	0.788764477766	nonsignificant
15852	0.91	0.4428	0.788764477766	nonsignificant
16568	10.06	0.443	0.788764477766	nonsignificant
17786	1.21	0.4428	0.788764477766	nonsignificant
17907	1.25	0.443	0.788764477766	nonsignificant
11917	0.93	0.4436	0.789628637891	nonsignificant
14917	0.9	0.4442	0.790288142599	nonsignificant
18361	1.18	0.4442	0.790288142599	nonsignificant
13699	1.4	0.4445	0.790617639463	nonsignificant
11977	0.21	0.4451	0.79073620201	nonsignificant
13220	0.92	0.4452	0.79073620201	nonsignificant
13368	0.53	0.4455	0.79073620201	nonsignificant
13554	1.23	0.4455	0.79073620201	nonsignificant
