OG	P	FDR_P	numtax	bp
13508	0.143	0.304709646836	19	1827
13701	0.143	0.304709646836	18	1182
14870	0.143	0.304709646836	19	1455
15095	0.143	0.304709646836	18	1395
16602	0.143	0.304709646836	19	3213
17062	0.143	0.304709646836	18	1923
17216	0.143	0.304709646836	18	1044
17478	0.143	0.304709646836	18	945
18078	0.143	0.304709646836	18	552
18409	0.143	0.304709646836	12	327
18687	0.143	0.304709646836	16	318
18698	0.143	0.304709646836	16	1200
18946	0.143	0.304709646836	16	393
18995	0.143	0.304709646836	16	3168
10433	0.144	0.305176803395	17	6996
10558	0.144	0.305176803395	19	2868
10741	0.144	0.305176803395	17	1146
10907	0.144	0.305176803395	15	4014
11128	0.144	0.305176803395	16	3045
11338	0.144	0.305176803395	18	1587
13740	0.144	0.305176803395	19	1812
14524	0.144	0.305176803395	19	1275
15251	0.144	0.305176803395	19	4929
16214	0.144	0.305176803395	19	2277
16429	0.144	0.305176803395	19	1893
16641	0.144	0.305176803395	18	1479
17101	0.144	0.305176803395	14	315
17394	0.144	0.305176803395	18	747
17446	0.144	0.305176803395	18	879
17690	0.144	0.305176803395	18	1083
17817	0.144	0.305176803395	17	1413
18251	0.144	0.305176803395	18	1476
18425	0.144	0.305176803395	13	1173
18578	0.144	0.305176803395	17	609
18673	0.144	0.305176803395	17	528
19043	0.144	0.305176803395	16	855
19543	0.144	0.305176803395	14	1479
10850	0.145	0.306213295748	14	888
11074	0.145	0.306213295748	19	2586
11442	0.145	0.306213295748	18	1206
11477	0.145	0.306213295748	19	804
11907	0.145	0.306213295748	18	1995
12110	0.145	0.306213295748	18	1317
12702	0.145	0.306213295748	19	5751
12789	0.145	0.306213295748	19	909
13455	0.145	0.306213295748	19	3876
13686	0.145	0.306213295748	19	579
16040	0.145	0.306213295748	19	612
16099	0.145	0.306213295748	19	879
16422	0.145	0.306213295748	19	981
17975	0.145	0.306213295748	18	2814
18378	0.145	0.306213295748	15	582
11468	0.146	0.306955098223	17	1359
11932	0.146	0.306955098223	16	1869
12190	0.146	0.306955098223	18	2715
12569	0.146	0.306955098223	19	2088
13009	0.146	0.306955098223	19	1518
13169	0.146	0.306955098223	19	2520
14148	0.146	0.306955098223	19	1455
14281	0.146	0.306955098223	19	4701
14653	0.146	0.306955098223	16	876
15291	0.146	0.306955098223	19	2376
15436	0.146	0.306955098223	18	2694
16194	0.146	0.306955098223	18	756
16337	0.146	0.306955098223	19	1566
16583	0.146	0.306955098223	18	4233
16883	0.146	0.306955098223	19	2313
18210	0.146	0.306955098223	14	861
18515	0.146	0.306955098223	17	486
18542	0.146	0.306955098223	17	750
19179	0.146	0.306955098223	16	2445
10986	0.147	0.30733255814	17	8280
11295	0.147	0.30733255814	17	1683
11401	0.147	0.30733255814	18	6924
11485	0.147	0.30733255814	18	4434
11498	0.147	0.30733255814	19	1284
11836	0.147	0.30733255814	19	696
12112	0.147	0.30733255814	18	846
12230	0.147	0.30733255814	18	1347
12468	0.147	0.30733255814	19	1227
13297	0.147	0.30733255814	19	1272
15347	0.147	0.30733255814	19	4608
15824	0.147	0.30733255814	19	1353
16118	0.147	0.30733255814	19	1404
16234	0.147	0.30733255814	16	6564
16469	0.147	0.30733255814	19	501
16850	0.147	0.30733255814	18	1626
17275	0.147	0.30733255814	18	738
17493	0.147	0.30733255814	17	1743
17943	0.147	0.30733255814	17	1566
18129	0.147	0.30733255814	18	1170
18842	0.147	0.30733255814	17	786
19351	0.147	0.30733255814	15	2124
19436	0.147	0.30733255814	14	585
19445	0.147	0.30733255814	14	1566
11126	0.148	0.30827618165	16	1398
13369	0.148	0.30827618165	19	10176
13414	0.148	0.30827618165	17	369
13656	0.148	0.30827618165	17	2733
13976	0.148	0.30827618165	19	1164
14091	0.148	0.30827618165	19	1827
14248	0.148	0.30827618165	19	3012
14335	0.148	0.30827618165	19	1341
14952	0.148	0.30827618165	19	1710
15212	0.148	0.30827618165	19	1308
15328	0.148	0.30827618165	19	945
15636	0.148	0.30827618165	19	4410
17074	0.148	0.30827618165	18	741
17578	0.148	0.30827618165	18	948
18668	0.148	0.30827618165	15	552
19628	0.148	0.30827618165	13	2013
10503	0.149	0.308785154449	16	3342
10562	0.149	0.308785154449	15	2031
10611	0.149	0.308785154449	18	1470
11463	0.149	0.308785154449	17	786
11524	0.149	0.308785154449	12	861
11540	0.149	0.308785154449	16	2127
11819	0.149	0.308785154449	18	1662
11903	0.149	0.308785154449	18	2340
13071	0.149	0.308785154449	19	1020
13123	0.149	0.308785154449	19	660
14097	0.149	0.308785154449	18	1677
14520	0.149	0.308785154449	16	2187
14929	0.149	0.308785154449	19	753
15925	0.149	0.308785154449	19	3009
17599	0.149	0.308785154449	16	807
17667	0.149	0.308785154449	18	1377
18198	0.149	0.308785154449	18	2403
18550	0.149	0.308785154449	17	1254
18985	0.149	0.308785154449	15	1176
19101	0.149	0.308785154449	16	381
19226	0.149	0.308785154449	11	327
19327	0.149	0.308785154449	15	384
10560	0.15	0.309359944942	18	3240
10960	0.15	0.309359944942	15	2142
11293	0.15	0.309359944942	18	3279
11407	0.15	0.309359944942	17	1275
11587	0.15	0.309359944942	16	2067
11752	0.15	0.309359944942	14	696
11771	0.15	0.309359944942	18	1062
12352	0.15	0.309359944942	17	1044
13434	0.15	0.309359944942	17	315
13732	0.15	0.309359944942	19	1584
13847	0.15	0.309359944942	19	1917
14690	0.15	0.309359944942	18	1704
14802	0.15	0.309359944942	19	1467
15107	0.15	0.309359944942	19	753
16398	0.15	0.309359944942	19	4275
16798	0.15	0.309359944942	19	1722
17169	0.15	0.309359944942	18	627
17874	0.15	0.309359944942	18	2733
18487	0.15	0.309359944942	15	1503
18594	0.15	0.309359944942	17	534
18817	0.15	0.309359944942	15	846
11328	0.151	0.310496340348	19	3036
11413	0.151	0.310496340348	15	3684
11448	0.151	0.310496340348	17	3177
11541	0.151	0.310496340348	15	729
11734	0.151	0.310496340348	18	498
13668	0.151	0.310496340348	18	723
13808	0.151	0.310496340348	19	2667
13968	0.151	0.310496340348	19	1086
14427	0.151	0.310496340348	19	1407
14969	0.151	0.310496340348	19	312
18169	0.151	0.310496340348	18	645
18548	0.151	0.310496340348	15	477
18650	0.151	0.310496340348	17	687
11208	0.152	0.311412944394	18	2553
11441	0.152	0.311412944394	19	6327
11474	0.152	0.311412944394	13	576
11885	0.152	0.311412944394	18	1668
12084	0.152	0.311412944394	19	1446
12259	0.152	0.311412944394	19	753
14277	0.152	0.311412944394	19	1815
14368	0.152	0.311412944394	19	2100
14408	0.152	0.311412944394	19	1593
16328	0.152	0.311412944394	19	894
16329	0.152	0.311412944394	19	5283
16385	0.152	0.311412944394	19	1101
16605	0.152	0.311412944394	18	1623
17064	0.152	0.311412944394	18	663
17376	0.152	0.311412944394	18	2241
18936	0.152	0.311412944394	16	2463
11036	0.153	0.312039473684	18	1536
12585	0.153	0.312039473684	19	2445
12683	0.153	0.312039473684	18	2418
13129	0.153	0.312039473684	19	888
13497	0.153	0.312039473684	18	1968
13551	0.153	0.312039473684	19	1752
13781	0.153	0.312039473684	19	1089
13882	0.153	0.312039473684	17	1917
14185	0.153	0.312039473684	18	1233
15048	0.153	0.312039473684	19	1068
15495	0.153	0.312039473684	18	429
16244	0.153	0.312039473684	19	840
16413	0.153	0.312039473684	19	1047
17112	0.153	0.312039473684	18	963
18140	0.153	0.312039473684	18	567
18310	0.153	0.312039473684	16	903
18602	0.153	0.312039473684	17	699
18752	0.153	0.312039473684	16	1107
19049	0.153	0.312039473684	16	630
19085	0.153	0.312039473684	16	1263
11581	0.154	0.312943037975	19	2226
12646	0.154	0.312943037975	19	747
12862	0.154	0.312943037975	19	1185
12919	0.154	0.312943037975	19	1479
13773	0.154	0.312943037975	19	2091
14067	0.154	0.312943037975	19	2403
15373	0.154	0.312943037975	18	3210
15970	0.154	0.312943037975	17	996
15972	0.154	0.312943037975	19	2145
16236	0.154	0.312943037975	19	1356
16976	0.154	0.312943037975	15	450
17397	0.154	0.312943037975	17	951
17867	0.154	0.312943037975	18	1017
17875	0.154	0.312943037975	18	705
18232	0.154	0.312943037975	18	459
19494	0.154	0.312943037975	11	906
10337	0.155	0.313205214655	14	2403
10351	0.155	0.313205214655	17	2451
10475	0.155	0.313205214655	16	3801
10951	0.155	0.313205214655	16	2967
11016	0.155	0.313205214655	16	834
11195	0.155	0.313205214655	18	3426
11510	0.155	0.313205214655	19	2787
13091	0.155	0.313205214655	19	369
13430	0.155	0.313205214655	19	5121
13670	0.155	0.313205214655	19	3192
14010	0.155	0.313205214655	19	1293
14118	0.155	0.313205214655	19	1644
14541	0.155	0.313205214655	19	564
14552	0.155	0.313205214655	19	897
14633	0.155	0.313205214655	19	1101
14665	0.155	0.313205214655	19	2451
15430	0.155	0.313205214655	18	1020
15490	0.155	0.313205214655	19	1728
18017	0.155	0.313205214655	18	789
18220	0.155	0.313205214655	18	1065
18582	0.155	0.313205214655	17	351
19269	0.155	0.313205214655	15	1215
19451	0.155	0.313205214655	12	672
19711	0.155	0.313205214655	13	2889
19857	0.155	0.313205214655	11	2274
10963	0.156	0.314237060273	15	1311
11457	0.156	0.314237060273	15	1050
12213	0.156	0.314237060273	14	1650
12384	0.156	0.314237060273	18	603
13098	0.156	0.314237060273	19	525
13120	0.156	0.314237060273	19	2109
13191	0.156	0.314237060273	19	846
13699	0.156	0.314237060273	18	1113
13980	0.156	0.314237060273	19	828
14257	0.156	0.314237060273	19	663
17252	0.156	0.314237060273	18	2175
18191	0.156	0.314237060273	18	684
19071	0.156	0.314237060273	15	996
19778	0.156	0.314237060273	12	726
10523	0.157	0.314910754128	17	2790
10872	0.157	0.314910754128	14	951
11308	0.157	0.314910754128	19	14016
11690	0.157	0.314910754128	17	1023
12392	0.157	0.314910754128	18	906
12618	0.157	0.314910754128	19	1815
13209	0.157	0.314910754128	19	1311
13280	0.157	0.314910754128	19	1974
13989	0.157	0.314910754128	19	1308
14297	0.157	0.314910754128	19	1284
14364	0.157	0.314910754128	19	1020
14469	0.157	0.314910754128	15	2622
15096	0.157	0.314910754128	17	915
15232	0.157	0.314910754128	19	4731
15250	0.157	0.314910754128	16	1278
15867	0.157	0.314910754128	19	1524
16397	0.157	0.314910754128	19	7935
17213	0.157	0.314910754128	18	1779
18267	0.157	0.314910754128	17	615
11115	0.158	0.315438596491	16	4047
11171	0.158	0.315438596491	17	1170
11974	0.158	0.315438596491	17	1023
13082	0.158	0.315438596491	19	648
13944	0.158	0.315438596491	19	2091
14013	0.158	0.315438596491	19	5961
14250	0.158	0.315438596491	19	7659
14278	0.158	0.315438596491	19	1089
14332	0.158	0.315438596491	19	1944
14405	0.158	0.315438596491	19	1680
15087	0.158	0.315438596491	15	459
15515	0.158	0.315438596491	19	822
15815	0.158	0.315438596491	19	2409
15973	0.158	0.315438596491	19	1911
16015	0.158	0.315438596491	19	2997
16633	0.158	0.315438596491	19	372
16725	0.158	0.315438596491	18	1089
17036	0.158	0.315438596491	16	354
17179	0.158	0.315438596491	18	1311
17345	0.158	0.315438596491	18	2172
18591	0.158	0.315438596491	16	1989
11430	0.159	0.316031395092	18	1365
11631	0.159	0.316031395092	19	645
11729	0.159	0.316031395092	17	6351
12361	0.159	0.316031395092	18	1062
12564	0.159	0.316031395092	19	1512
12749	0.159	0.316031395092	19	2961
12953	0.159	0.316031395092	19	2613
13747	0.159	0.316031395092	18	2043
14540	0.159	0.316031395092	19	969
14582	0.159	0.316031395092	19	3438
14831	0.159	0.316031395092	19	321
15049	0.159	0.316031395092	19	1440
15125	0.159	0.316031395092	19	1503
15438	0.159	0.316031395092	17	1026
15508	0.159	0.316031395092	19	735
16149	0.159	0.316031395092	19	2346
16719	0.159	0.316031395092	19	1023
17141	0.159	0.316031395092	18	1653
17447	0.159	0.316031395092	18	453
19718	0.159	0.316031395092	11	1536
10445	0.16	0.316549295775	17	1794
11913	0.16	0.316549295775	18	3309
12075	0.16	0.316549295775	18	2574
12262	0.16	0.316549295775	18	1587
12685	0.16	0.316549295775	19	3753
13022	0.16	0.316549295775	19	1836
13252	0.16	0.316549295775	18	1557
13712	0.16	0.316549295775	19	675
13834	0.16	0.316549295775	19	471
14938	0.16	0.316549295775	19	1374
14987	0.16	0.316549295775	18	3828
15875	0.16	0.316549295775	18	1260
16124	0.16	0.316549295775	19	948
16430	0.16	0.316549295775	19	3243
16577	0.16	0.316549295775	19	1080
16794	0.16	0.316549295775	19	714
17001	0.16	0.316549295775	18	717
17095	0.16	0.316549295775	14	351
17379	0.16	0.316549295775	17	519
18224	0.16	0.316549295775	18	1221
18648	0.16	0.316549295775	16	591
11389	0.161	0.317479710463	17	1080
11575	0.161	0.317479710463	18	1287
12247	0.161	0.317479710463	17	3513
12940	0.161	0.317479710463	18	1314
13093	0.161	0.317479710463	19	1887
13161	0.161	0.317479710463	17	606
14288	0.161	0.317479710463	19	1974
14659	0.161	0.317479710463	19	402
14967	0.161	0.317479710463	19	3375
15402	0.161	0.317479710463	19	759
16046	0.161	0.317479710463	19	1236
16887	0.161	0.317479710463	17	1374
17911	0.161	0.317479710463	18	780
18010	0.161	0.317479710463	18	1125
19146	0.161	0.317479710463	15	1701
10721	0.162	0.318125819135	11	1356
10750	0.162	0.318125819135	16	5037
11159	0.162	0.318125819135	18	2271
11377	0.162	0.318125819135	17	3504
12208	0.162	0.318125819135	18	807
12399	0.162	0.318125819135	18	690
12512	0.162	0.318125819135	19	588
13163	0.162	0.318125819135	19	3111
13954	0.162	0.318125819135	19	4854
14327	0.162	0.318125819135	18	1239
15422	0.162	0.318125819135	18	750
15684	0.162	0.318125819135	19	2031
16859	0.162	0.318125819135	19	2790
17201	0.162	0.318125819135	17	483
17691	0.162	0.318125819135	15	984
17748	0.162	0.318125819135	18	1443
18813	0.162	0.318125819135	17	4869
18919	0.162	0.318125819135	14	384
19839	0.162	0.318125819135	11	366
11422	0.163	0.318697259678	18	384
11522	0.163	0.318697259678	19	2748
11806	0.163	0.318697259678	19	4497
11840	0.163	0.318697259678	18	954
12201	0.163	0.318697259678	16	786
13353	0.163	0.318697259678	19	483
13883	0.163	0.318697259678	18	393
13908	0.163	0.318697259678	15	408
14176	0.163	0.318697259678	19	1686
14821	0.163	0.318697259678	18	522
15505	0.163	0.318697259678	19	1617
15589	0.163	0.318697259678	18	1167
16682	0.163	0.318697259678	19	2847
16852	0.163	0.318697259678	19	1239
17994	0.163	0.318697259678	17	924
18142	0.163	0.318697259678	18	2226
18296	0.163	0.318697259678	17	1308
18900	0.163	0.318697259678	16	435
19208	0.163	0.318697259678	12	669
20088	0.163	0.318697259678	10	573
10856	0.164	0.319056481281	15	816
11076	0.164	0.319056481281	19	5097
11867	0.164	0.319056481281	19	3009
11989	0.164	0.319056481281	18	612
12182	0.164	0.319056481281	18	603
12322	0.164	0.319056481281	17	726
12507	0.164	0.319056481281	19	1965
13011	0.164	0.319056481281	19	759
14189	0.164	0.319056481281	19	963
14331	0.164	0.319056481281	19	2409
14620	0.164	0.319056481281	19	987
14763	0.164	0.319056481281	17	402
15103	0.164	0.319056481281	18	2193
15446	0.164	0.319056481281	19	2493
15686	0.164	0.319056481281	19	4008
15899	0.164	0.319056481281	19	2853
15961	0.164	0.319056481281	19	1767
16412	0.164	0.319056481281	19	708
16949	0.164	0.319056481281	18	1845
18014	0.164	0.319056481281	18	2349
18015	0.164	0.319056481281	17	1848
18744	0.164	0.319056481281	17	897
18888	0.164	0.319056481281	15	417
11282	0.165	0.319825355757	18	1836
11342	0.165	0.319825355757	18	663
11953	0.165	0.319825355757	18	1875
12669	0.165	0.319825355757	19	1698
13043	0.165	0.319825355757	19	1986
13904	0.165	0.319825355757	19	3435
14129	0.165	0.319825355757	19	4311
14757	0.165	0.319825355757	15	1500
15401	0.165	0.319825355757	19	3423
16168	0.165	0.319825355757	19	732
16178	0.165	0.319825355757	19	756
16204	0.165	0.319825355757	19	564
17163	0.165	0.319825355757	18	1530
17416	0.165	0.319825355757	18	1632
17723	0.165	0.319825355757	13	900
17984	0.165	0.319825355757	17	1572
18385	0.165	0.319825355757	17	1086
10639	0.166	0.320588614393	11	378
11137	0.166	0.320588614393	18	690
13041	0.166	0.320588614393	18	1617
14419	0.166	0.320588614393	18	798
14630	0.166	0.320588614393	19	855
14916	0.166	0.320588614393	19	969
16050	0.166	0.320588614393	19	732
16164	0.166	0.320588614393	19	1257
16772	0.166	0.320588614393	18	1896
17206	0.166	0.320588614393	17	363
17306	0.166	0.320588614393	18	1953
17415	0.166	0.320588614393	18	2028
17641	0.166	0.320588614393	16	1488
17805	0.166	0.320588614393	17	1737
19157	0.166	0.320588614393	16	1302
19369	0.166	0.320588614393	15	1050
19414	0.166	0.320588614393	12	375
10929	0.167	0.321552795031	14	459
11622	0.167	0.321552795031	18	1158
11802	0.167	0.321552795031	18	2565
12535	0.167	0.321552795031	18	375
12637	0.167	0.321552795031	19	1788
12936	0.167	0.321552795031	19	1608
13238	0.167	0.321552795031	19	4362
13460	0.167	0.321552795031	18	1803
13629	0.167	0.321552795031	19	9360
14481	0.167	0.321552795031	18	7191
16034	0.167	0.321552795031	19	4278
16689	0.167	0.321552795031	18	2268
16802	0.167	0.321552795031	19	780
19264	0.167	0.321552795031	15	669
11628	0.168	0.32189258312	19	828
12256	0.168	0.32189258312	15	1233
12986	0.168	0.32189258312	19	2529
13569	0.168	0.32189258312	19	1407
14025	0.168	0.32189258312	19	1074
14263	0.168	0.32189258312	19	1782
14290	0.168	0.32189258312	19	684
15143	0.168	0.32189258312	19	2370
15229	0.168	0.32189258312	19	1926
15337	0.168	0.32189258312	19	1182
15405	0.168	0.32189258312	19	1452
15606	0.168	0.32189258312	19	1467
15962	0.168	0.32189258312	19	2727
16279	0.168	0.32189258312	19	861
16519	0.168	0.32189258312	19	3549
16584	0.168	0.32189258312	19	11982
16665	0.168	0.32189258312	19	990
16980	0.168	0.32189258312	16	1806
17543	0.168	0.32189258312	18	816
18124	0.168	0.32189258312	18	1179
18537	0.168	0.32189258312	16	846
18869	0.168	0.32189258312	16	483
19325	0.168	0.32189258312	15	1656
10999	0.169	0.32209243163	18	2322
11059	0.169	0.32209243163	17	2850
11324	0.169	0.32209243163	19	6132
11630	0.169	0.32209243163	17	1203
11795	0.169	0.32209243163	15	1182
12109	0.169	0.32209243163	18	1965
12130	0.169	0.32209243163	17	591
12310	0.169	0.32209243163	18	1878
13272	0.169	0.32209243163	19	2649
13492	0.169	0.32209243163	19	5505
13564	0.169	0.32209243163	18	3603
13790	0.169	0.32209243163	19	1542
13906	0.169	0.32209243163	19	1542
13949	0.169	0.32209243163	19	972
15467	0.169	0.32209243163	19	2244
15530	0.169	0.32209243163	19	1383
15644	0.169	0.32209243163	19	1392
15682	0.169	0.32209243163	19	741
16959	0.169	0.32209243163	13	1005
17154	0.169	0.32209243163	18	1632
18095	0.169	0.32209243163	18	726
18216	0.169	0.32209243163	18	2460
18666	0.169	0.32209243163	15	1290
18833	0.169	0.32209243163	17	786
18866	0.169	0.32209243163	16	795
10511	0.17	0.322834811998	16	5157
10602	0.17	0.322834811998	19	3090
13292	0.17	0.322834811998	19	642
14241	0.17	0.322834811998	17	1566
14298	0.17	0.322834811998	19	687
14557	0.17	0.322834811998	18	2691
14816	0.17	0.322834811998	19	2880
15498	0.17	0.322834811998	19	5700
15532	0.17	0.322834811998	19	5307
15634	0.17	0.322834811998	19	906
15752	0.17	0.322834811998	19	1047
15803	0.17	0.322834811998	19	1824
16890	0.17	0.322834811998	19	576
17781	0.17	0.322834811998	18	642
17839	0.17	0.322834811998	17	927
18008	0.17	0.322834811998	18	1893
19470	0.17	0.322834811998	14	786
11396	0.171	0.323571879604	17	4677
11758	0.171	0.323571879604	18	369
12420	0.171	0.323571879604	19	1608
13208	0.171	0.323571879604	17	3135
13737	0.171	0.323571879604	16	2127
14195	0.171	0.323571879604	19	816
14908	0.171	0.323571879604	19	849
15378	0.171	0.323571879604	19	2568
15577	0.171	0.323571879604	19	4065
15587	0.171	0.323571879604	19	2226
15888	0.171	0.323571879604	19	1557
16539	0.171	0.323571879604	19	900
16755	0.171	0.323571879604	19	2298
17418	0.171	0.323571879604	18	1560
19271	0.171	0.323571879604	15	1545
19387	0.171	0.323571879604	15	885
19596	0.171	0.323571879604	13	495
10886	0.172	0.324439781788	13	585
10975	0.172	0.324439781788	17	1866
11296	0.172	0.324439781788	17	3861
11429	0.172	0.324439781788	19	8907
11796	0.172	0.324439781788	18	669
12942	0.172	0.324439781788	19	1260
13182	0.172	0.324439781788	19	1785
14432	0.172	0.324439781788	19	1611
15586	0.172	0.324439781788	19	1050
15742	0.172	0.324439781788	18	1119
16162	0.172	0.324439781788	19	2196
17597	0.172	0.324439781788	18	1494
17664	0.172	0.324439781788	18	1359
17992	0.172	0.324439781788	14	1839
19391	0.172	0.324439781788	15	1227
11782	0.173	0.325098244147	19	2610
12179	0.173	0.325098244147	18	576
12550	0.173	0.325098244147	18	516
13925	0.173	0.325098244147	19	1209
14035	0.173	0.325098244147	19	1092
14234	0.173	0.325098244147	19	3393
15027	0.173	0.325098244147	19	735
15186	0.173	0.325098244147	19	546
15450	0.173	0.325098244147	19	6786
16419	0.173	0.325098244147	19	447
16713	0.173	0.325098244147	19	2475
17439	0.173	0.325098244147	18	1176
17646	0.173	0.325098244147	17	441
18188	0.173	0.325098244147	17	765
18577	0.173	0.325098244147	14	513
19145	0.173	0.325098244147	16	819
19234	0.173	0.325098244147	15	1311
19454	0.173	0.325098244147	13	1248
11292	0.174	0.325955407377	12	822
11447	0.174	0.325955407377	18	3966
11507	0.174	0.325955407377	18	1347
12716	0.174	0.325955407377	19	3045
13441	0.174	0.325955407377	19	537
14638	0.174	0.325955407377	19	7731
15020	0.174	0.325955407377	19	4002
15780	0.174	0.325955407377	19	1818
15988	0.174	0.325955407377	17	1257
16133	0.174	0.325955407377	19	756
16257	0.174	0.325955407377	19	3321
17185	0.174	0.325955407377	18	735
17532	0.174	0.325955407377	18	1233
18561	0.174	0.325955407377	17	1269
18637	0.174	0.325955407377	10	381
10547	0.175	0.326739356179	18	1731
10793	0.175	0.326739356179	18	2193
11279	0.175	0.326739356179	18	2334
11359	0.175	0.326739356179	18	4032
12116	0.175	0.326739356179	17	1467
12118	0.175	0.326739356179	19	3939
13563	0.175	0.326739356179	18	1389
13817	0.175	0.326739356179	16	1218
13915	0.175	0.326739356179	19	432
14285	0.175	0.326739356179	19	2841
15759	0.175	0.326739356179	19	3318
17237	0.175	0.326739356179	18	888
17903	0.175	0.326739356179	18	1476
18496	0.175	0.326739356179	17	540
18533	0.175	0.326739356179	17	360
18554	0.175	0.326739356179	17	651
10294	0.176	0.327382578109	11	6522
10556	0.176	0.327382578109	16	2853
11006	0.176	0.327382578109	16	900
11336	0.176	0.327382578109	19	4812
12851	0.176	0.327382578109	19	774
13017	0.176	0.327382578109	19	2472
13305	0.176	0.327382578109	19	2907
14037	0.176	0.327382578109	19	867
14152	0.176	0.327382578109	19	882
14466	0.176	0.327382578109	18	672
14467	0.176	0.327382578109	19	711
15681	0.176	0.327382578109	19	4206
15767	0.176	0.327382578109	16	2760
16484	0.176	0.327382578109	18	618
16888	0.176	0.327382578109	16	1200
17171	0.176	0.327382578109	18	444
17339	0.176	0.327382578109	18	645
18967	0.176	0.327382578109	14	342
10790	0.177	0.328291726841	18	4491
11053	0.177	0.328291726841	16	1557
13318	0.177	0.328291726841	17	714
13359	0.177	0.328291726841	18	1077
14360	0.177	0.328291726841	19	975
14616	0.177	0.328291726841	19	1698
14713	0.177	0.328291726841	19	1323
15018	0.177	0.328291726841	18	312
15934	0.177	0.328291726841	19	2994
16477	0.177	0.328291726841	19	1617
17804	0.177	0.328291726841	17	366
19011	0.177	0.328291726841	16	1407
19089	0.177	0.328291726841	16	726
19320	0.177	0.328291726841	14	969
11062	0.178	0.329127930893	13	1884
11086	0.178	0.329127930893	16	924
11309	0.178	0.329127930893	18	3159
12474	0.178	0.329127930893	18	2991
13436	0.178	0.329127930893	19	1257
13599	0.178	0.329127930893	16	777
14981	0.178	0.329127930893	18	1797
16709	0.178	0.329127930893	19	3468
16878	0.178	0.329127930893	19	2679
17892	0.178	0.329127930893	18	567
18070	0.178	0.329127930893	18	1194
18156	0.178	0.329127930893	18	1476
18893	0.178	0.329127930893	16	1647
18954	0.178	0.329127930893	11	1803
19823	0.178	0.329127930893	12	837
10389	0.179	0.329688588404	16	2049
10655	0.179	0.329688588404	14	1209
11325	0.179	0.329688588404	17	3090
11515	0.179	0.329688588404	16	7095
12313	0.179	0.329688588404	18	2679
12756	0.179	0.329688588404	19	1881
13162	0.179	0.329688588404	19	525
13524	0.179	0.329688588404	19	1845
14568	0.179	0.329688588404	19	1245
14594	0.179	0.329688588404	19	4869
14937	0.179	0.329688588404	19	2049
15395	0.179	0.329688588404	18	822
15523	0.179	0.329688588404	19	1221
15812	0.179	0.329688588404	17	849
16474	0.179	0.329688588404	17	1269
16564	0.179	0.329688588404	19	1656
16906	0.179	0.329688588404	19	3225
18455	0.179	0.329688588404	17	1374
18870	0.179	0.329688588404	16	804
11089	0.18	0.330514705882	16	2067
11404	0.18	0.330514705882	17	1221
11423	0.18	0.330514705882	18	2643
11626	0.18	0.330514705882	16	2115
12252	0.18	0.330514705882	15	309
12290	0.18	0.330514705882	17	2424
12803	0.18	0.330514705882	16	1038
13048	0.18	0.330514705882	19	1896
13763	0.18	0.330514705882	19	693
14799	0.18	0.330514705882	19	1278
15919	0.18	0.330514705882	19	1131
16093	0.18	0.330514705882	19	1098
16532	0.18	0.330514705882	18	1308
17065	0.18	0.330514705882	18	570
19364	0.18	0.330514705882	15	996
10458	0.181	0.330998779496	18	3723
10796	0.181	0.330998779496	18	2778
10869	0.181	0.330998779496	17	1359
11152	0.181	0.330998779496	18	1791
11229	0.181	0.330998779496	16	1464
11529	0.181	0.330998779496	18	1185
11637	0.181	0.330998779496	19	2058
11948	0.181	0.330998779496	18	2175
12197	0.181	0.330998779496	18	2058
13146	0.181	0.330998779496	19	1515
14458	0.181	0.330998779496	19	327
14561	0.181	0.330998779496	19	786
16536	0.181	0.330998779496	19	672
16596	0.181	0.330998779496	19	1548
16946	0.181	0.330998779496	18	1032
17728	0.181	0.330998779496	18	795
17778	0.181	0.330998779496	18	813
18702	0.181	0.330998779496	17	981
18707	0.181	0.330998779496	17	1074
19936	0.181	0.330998779496	11	603
11658	0.182	0.331478930308	18	1083
12972	0.182	0.331478930308	19	3072
13103	0.182	0.331478930308	19	810
13220	0.182	0.331478930308	19	2085
13221	0.182	0.331478930308	19	4290
13230	0.182	0.331478930308	15	483
13424	0.182	0.331478930308	16	630
13620	0.182	0.331478930308	19	1341
13653	0.182	0.331478930308	18	1206
14089	0.182	0.331478930308	19	1146
16722	0.182	0.331478930308	19	1308
16730	0.182	0.331478930308	19	381
17516	0.182	0.331478930308	18	645
17840	0.182	0.331478930308	18	1281
18024	0.182	0.331478930308	17	480
18307	0.182	0.331478930308	17	666
18421	0.182	0.331478930308	17	993
18801	0.182	0.331478930308	17	639
18976	0.182	0.331478930308	16	426
19759	0.182	0.331478930308	10	396
10467	0.183	0.332223344103	15	2988
10940	0.183	0.332223344103	13	2508
12458	0.183	0.332223344103	19	3894
12704	0.183	0.332223344103	19	762
12856	0.183	0.332223344103	19	1260
12910	0.183	0.332223344103	19	4137
12933	0.183	0.332223344103	19	933
13274	0.183	0.332223344103	19	1845
14390	0.183	0.332223344103	19	2577
15873	0.183	0.332223344103	19	2943
16174	0.183	0.332223344103	19	3312
16407	0.183	0.332223344103	19	1431
16500	0.183	0.332223344103	18	786
16586	0.183	0.332223344103	19	450
16857	0.183	0.332223344103	17	372
19513	0.183	0.332223344103	11	663
10572	0.184	0.333029997987	19	4077
11183	0.184	0.333029997987	19	399
