OG_15993	NOL11
OG_16144	UTP15
OG_16147	TREA
OG_16146	IPO9
OG_16140	CHD1
OG_16143	PTAR1
OG_16142	ZFR
OG_13515	CDIPT
OG_13042	DDX24
OG_13040	BPL1
OG_13511	K0907
OG_13049	NIPBL|autism_S
OG_13048	MPP10
OG_13518	NDRG3
OG_12646	PSA7
OG_12647	ZNT7
OG_12644	MYO7A
OG_12642	ENY2
OG_12391	VPS52
OG_12640	APLF
OG_12641	WDR20
OG_12399	HLX
OG_12649	AKTIP
OG_12023	ZHANG
OG_12020	INO80
OG_12027	GMPPB
OG_12024	ARMC3
OG_14398	CBPC5
OG_14399	K0825
OG_14393	RS24
OG_14396	LYST
OG_14397	DCAF6
OG_14394	KPYM
OG_14395	CC85A|neuro
OG_20396	MFS10
OG_10898	CERS6
OG_10728	MCU
OG_10894	CENPI
OG_10722	LDB3
OG_10720	KCNB1|neuro
OG_18533	ARL6
OG_15558	K0232
OG_18534	SYFB
OG_18535	SFT2A
OG_15553	TFB1M
OG_15551	RORA|autism_5
OG_15550	DCTN6
OG_15557	HEMH
OG_15554	ZC3HF
OG_14178	TTHY
OG_11419	AREL1
OG_14176	NUCB2
OG_14175	UBR7|autism_5
OG_14172	TWSG1
OG_11410	RM18
OG_11411	WNT5B
OG_19622	LCA5L
OG_19627	DOPP1
OG_19628	ZDHC1
OG_11140	RL30
OG_14313	ELOC
OG_17418	CFA45
OG_14311	PGAP2
OG_14315	S6A17|neuro
OG_17512	IDE
OG_20392	RT18A
OG_18399	CDK1
OG_18394	PLPL8
OG_18395	RSRC2
OG_18393	MGMT
OG_18390	DPF3
OG_18391	CC174
OG_17151	S35B4
OG_17153	PLRG1
OG_17152	EXT2
OG_17154	NPRL3
OG_17156	CF203
OG_17159	BOLA2
OG_17158	SUCO
OG_12905	DENR|autism_3
OG_12904	MB12B
OG_12907	SCFD2|autism_4
OG_16826	UBP46
OG_16827	LSM1
OG_16824	SRBP1
OG_12906	MET16
OG_16822	GRP75
OG_16823	DJC21
OG_16820	HOOK3
OG_16821	CENPL
OG_12901	CLU
OG_16828	NINL|autism_3
OG_12900	RPC9
OG_17668	CALM3
OG_12902	EVI5L
OG_15800	CCG7|neuro
OG_20225	JAGN1
OG_18312	HEXI1
OG_18310	SDE2
OG_12254	PAXI1
OG_12251	CD109
OG_12250	WWC2
OG_12253	FRS2
OG_12252	ERH
OG_12259	NHRF2
OG_12258	OTOP3
OG_10726	RN146
OG_13701	FITM2
OG_13702	CBS|autism_0
OG_13703	PIN1
OG_13704	MIC1
OG_13705	GFOD1
OG_13706	ZCH18
OG_13707	MCM8
OG_13708	SURF1
OG_13254	IFT88
OG_13255	MSPD1
OG_13251	PSA3
OG_11496	LRCH3
OG_15705	PRI2
OG_15702	TDH
OG_15703	PHB|autism_3
OG_15700	SOX2|neuro
OG_11497	AP4A
OG_11494	CAMP1
OG_15709	TCPE
OG_11495	SLC4A10|autism_4|neuro
OG_11360	AMNLS
OG_15720	DUSTY
OG_15721	COMD7
OG_15722	SRPRB
OG_15723	CDV3
OG_15724	LHPL2
OG_15725	OGFD1
OG_14897	MYO6
OG_15727	F214A
OG_17406	VIR
OG_17405	NCK1
OG_17404	RNF25
OG_17402	TNIK
OG_11628	CPIN1
OG_11621	CATIN
OG_11620	GWL
OG_11623	FLVC2
OG_11625	PPIL2
OG_11624	KI21A|neuro
OG_11627	FA8A1
OG_14039	ZCHC2
OG_18173	NF2L1
OG_13133	BOD1
OG_15968	TOPRS
OG_15969	D19L1
OG_18259	RPF2
OG_15962	TXD11
OG_15963	CSMT1
OG_15966	RHNO1
OG_15964	THIOM
OG_13130	DCNL3
OG_17409	SVOP|neuro
OG_13137	WIPI2
OG_17408	NPY2R|neuro
OG_13136	UBE2N
OG_13135	VATF
OG_13134	MFRN2
OG_17705	FBXW4
OG_17703	RL4
OG_14619	CARM1
OG_14618	PELI2
OG_14613	ZN318
OG_14612	AGT2
OG_14611	EAF1
OG_14610	BI1
OG_14617	FAF2
OG_14616	HACL1
OG_14615	ATE1
OG_14614	PSMD2
OG_17834	PRPF3
OG_17833	ROCK2
OG_17831	RBM5
OG_16611	SETD2|autism_3
OG_16610	NCPR
OG_16613	RL23A
OG_16612	AMRA1
OG_16615	DCPS
OG_16617	PSF3
OG_16616	CANT1
OG_16619	CLP1
OG_16618	AMFR
OG_20048	DALD3
OG_13069	CC117
OG_13068	M4K3
OG_13061	OSBP1
OG_13063	PPP2R5D|autism_4
OG_13062	TF2H3
OG_13067	HMOX1
OG_13066	PEX10
OG_13399	TRPM7
OG_13397	SBNO1
OG_13395	LIMK1
OG_13394	MP2K4
OG_13393	ARMC9
OG_13392	DSCR3
OG_13391	ELP1
OG_13390	KMT5A
OG_17971	DCA12
OG_12629	MON1A
OG_12625	FACE2
OG_12626	SEPT7
OG_12627	HMCS1
OG_12620	PSME4
OG_12621	COQ5
OG_12622	EIF3J
OG_12623	NAT6
OG_17970	PDCD7
OG_13939	TPPC3
OG_13938	ELP2
OG_13933	ABCB7
OG_13932	STRN3
OG_13931	ATF4
OG_13930	KAT5
OG_13937	ZN839
OG_13936	TUBGCP5|autism_0
OG_13935	TTC19
OG_13934	CS025
OG_17977	KISHA
OG_17976	RASK
OG_10919	HIF1A
OG_10914	OSTA
OG_10915	FOSL1
OG_17974	PIGT
OG_15399	K1468
OG_15398	CDK14
OG_15394	UTP23
OG_15397	ID2
OG_15396	PRPK
OG_15391	SMD2
OG_15390	STAR3
OG_15393	LAMA1|autism_4
OG_15392	TCF21
OG_14372	PRDX5
OG_14373	AGRA3
OG_14374	SUCA
OG_14375	RCL1
OG_14376	SERC|neuro
OG_14378	ZEB1
OG_14379	CHRM3|autism_0|neuro
OG_19391	KCNKD
OG_19390	NAT9
OG_19393	MARH1
OG_19392	PSMG1
OG_19427	TTI1
OG_19397	ANR16
OG_19398	DPH3
OG_19428	DNAL1
OG_10872	AK1BA
OG_10707	GDAP2
OG_10870	LIMA1
OG_10879	MARK2
OG_10878	LBX1
OG_15571	SIL1
OG_15572	RAD
OG_15575	HDHD3
OG_15574	LAMC1
OG_15577	MED23
OG_15576	FA60A
OG_15579	RBGPR
OG_15578	IWS1
OG_14114	SNX29
OG_14115	BAKOR
OG_14116	DJC13
OG_14117	GPI8
OG_14111	SYWC
OG_14112	PPM1B
OG_14113	CPSF2
OG_17979	BORC6
OG_14118	AGGF1
OG_14119	TREF1
OG_17557	TM222
OG_19644	MRP5
OG_17978	RM19
OG_17477	SEN15
OG_17474	OCAD1
OG_10736	CTNS
OG_10737	TESK2
OG_17553	CH082
OG_10886	EFHD1
OG_17137	VIAAT|neuro
OG_17136	RM45
OG_17135	SAP18
OG_17133	COG8
OG_17130	LIPB1
OG_18110	STING
OG_14132	TNR3
OG_18112	ENTP5
OG_10733	WDR47
OG_18114	EF2KT
OG_17139	TRIA1
OG_17138	PSA4
OG_14891	TM9S3
OG_16848	TTYH3
OG_11602	SLIT2
OG_16844	CDK10
OG_16846	STX6
OG_16847	CI078
OG_16842	LAMA5
OG_16843	PQLC3
OG_20023	CTSL2
OG_16750	CHRD
OG_20021	DKK1
OG_11600	DDR2
OG_14894	STIM1
OG_11893	CI016
OG_11890	UBP10
OG_11891	PRD13
OG_11894	PPIE
OG_11895	RNF31
OG_16754	TCPR1
OG_14232	GDC
OG_18507	CI172|neuro
OG_16756	US6NL
OG_16757	PRPS1
OG_18503	PARK7
OG_18502	IGF2
OG_18239	MYEF2
OG_18238	SRFB1
OG_16268	DEN6B
OG_14136	AP2A2
OG_11428	ZSWM8
OG_16260	MRCKA
OG_16261	RNH2C
OG_16262	QCR8
OG_16263	PLST
OG_16264	AT7L2
OG_16265	RPF1
OG_16266	KANK1|autism_0
OG_16267	COPA
OG_18824	TTBK1|neuro
OG_14137	TAP26
OG_11423	CE104
OG_11422	RL40
OG_14417	LTN1
OG_14416	RUSC2
OG_18822	F107B
OG_11427	JUPI2
OG_14134	VATL
OG_13353	CA123
OG_11425	S46A3
OG_13352	ALDH2
OG_13351	GABR2|neuro
OG_17532	PISD
OG_13826	TDRD7
OG_13357	CCD86
OG_13356	PSA2
OG_13727	TBL1XR1|autism_2
OG_13724	MSRB3
OG_13725	RRAGA
OG_13722	NAB1
OG_13723	NLE1
OG_13720	BOP1
OG_13721	GTPB1
OG_18723	TM14C
OG_13354	WDR24
OG_13238	RPGF2
OG_13239	XDH
OG_13728	PAK1
OG_18722	CFA73
OG_17531	BABA1
OG_19715	CC130
OG_18721	NC2A
OG_15769	LIN41
OG_15764	NVL
OG_15765	S12A9
OG_15766	AURKA
OG_15767	FURIN
OG_15760	ASCC2
OG_15761	BIN3
OG_15762	RPAB2
OG_15763	MECR
OG_18236	ARI5B
OG_17537	PWP1
OG_17536	WDR12
OG_17535	ASTER
OG_15180	PAQR2
OG_15181	CC018
OG_15182	MPCP
OG_15184	WDR44
OG_15186	IMP3
OG_15187	AATC
OG_17534	LMBD2
OG_11649	COQ6
OG_11646	GGT1
OG_11645	KCTD3
OG_11644	AADAT
OG_11643	A16L1
OG_11641	NOTUM
OG_19092	HIKES
OG_19097	FXRD1
OG_15981	CUL1
OG_15982	SPAG6
OG_15983	UTP18
OG_15984	CBY1
OG_15985	IDS|neuro
OG_15986	BRAT1
OG_15987	MA1B1
OG_15988	MRM3
OG_15989	YEATS2|autism_0
OG_18278	MTAP
OG_17438	NDC1
OG_14154	CRKL
OG_18947	PIN4
OG_18946	MED10
OG_14581	PTHB1
OG_14580	GLD2
OG_14587	IDHC
OG_14586	PP4R2
OG_14585	CTR2
OG_14584	KPCA
OG_14155	CQ053
OG_18944	D39U1
OG_18943	MIC10
OG_18942	ECI2
OG_17728	PLPP4|neuro
OG_17729	MMS19
OG_16453	KTAP2
OG_16452	TM86A
OG_16451	MTMR3
OG_16450	TADBP
OG_16457	SMG9
OG_16456	PROF4
OG_16455	ATG7|autism_5
OG_16454	ELYS
OG_16988	HEM4
OG_16459	DRG1
OG_14631	ADPGK
OG_14630	TMM64
OG_14632	CAHD1
OG_14635	ERGI3
OG_14637	PK3CD
OG_14639	ZN236
OG_14638	RHG21
OG_14157	NDUBA
OG_17586	D11L8
OG_17851	SNAI2
OG_17580	STAG1|autism_S
OG_17859	SLC33A1|autism_5
OG_17588	NPHN
OG_17589	TMM19
OG_16677	ZFAN5
OG_16676	BRPF1
OG_16675	VPS72
OG_16674	S2540
OG_16673	NDUAA
OG_16672	MERL
OG_13753	AFG1L
OG_16679	IF172
OG_13009	RTCB
OG_13008	S12A8
OG_13006	SH3BG
OG_13005	RL37A
OG_13004	DRC1
OG_13002	RPB11
OG_13001	SNUT1
OG_13000	Z385A
OG_16189	FAKD5
OG_16188	KMT5B|autism_1
OG_16181	TF2H1
OG_16183	GAB2
OG_16182	CREBBP|autism_5
OG_16184	ORNT1
OG_16187	TB22B
OG_16186	GLU2B
OG_12602	FIGL1
OG_12603	KLHL5
OG_12600	ZC3HE
OG_12601	ANM3
OG_12606	GRIK1|neuro
OG_12604	MCLN3
OG_12358	KCTD1
OG_13910	RAB10
OG_13913	LFG1
OG_13915	UB2V2
OG_13914	OSER1
OG_13916	LS14B
OG_13919	CY1
OG_17459	PPR21
OG_10938	PEPD
OG_10935	AP1S2|autism_0
OG_10932	SEC62
OG_10931	SZT2
OG_15373	ERAP2
OG_15372	RAB39B|autism_4|neuro
OG_15371	FGF1|neuro
OG_15370	LIMC1
OG_15377	MOCS3
OG_15376	SCOC
OG_15375	DHX33
OG_15374	MFSD1
OG_15378	MSH2
OG_14354	PRDX1
OG_14352	FIG4
OG_14353	SAC1
OG_14350	TUTLB
OG_19401	FBX44
OG_17435	NR2E1|neuro
OG_11189	SLBP
OG_14359	EXOC3|autism_0
OG_10859	ABCAC
OG_10858	GA2L1
OG_10851	WHRN
OG_10853	MTEF3
OG_10855	IP3KB
OG_10854	ADGB
OG_10857	KKCC2
OG_15517	GNAI1
OG_15516	BUB1
OG_15515	XPA
OG_15514	SSRB
OG_15513	SK2L2
OG_15512	UBC12
OG_15511	FBX28
OG_15510	TMX1
OG_15519	TBC20
OG_19668	DPM3
OG_19665	EIF4EBP2|autism_5
OG_19667	SKA1
OG_19661	TAF10
OG_19662	NDUV3
OG_10583	HTSF1
OG_10582	BRX1
OG_10580	AASS
OG_17994	C3orf58|autism_4
OG_18595	RFT1
OG_17450	DPOD1
OG_18596	RAB24
OG_11329	YMEL1
OG_11458	TF3B
OG_11320	PA2GD
OG_11321	EDEM2
OG_11450	SPDEF
OG_11323	LRSM1
OG_11324	KNTC1
OG_11457	CSN5
OG_11326	DC1I1|neuro
OG_11455	POPD3|neuro
OG_17118	MIC13
OG_17451	IF4G2
OG_17117	MNS1
OG_17111	CRIS2
OG_18139	IF4E3
OG_18136	APC7
OG_18137	AN13C
OG_16998	FA69C|neuro
OG_18135	F122A
OG_18130	LTOR3
OG_16862	BUB3
OG_16813	RL21
OG_16866	CASD1
OG_16867	UTP20
OG_16812	WDR7|neuro
OG_20001	CA158
OG_20000	ROMO1
OG_16811	WRIP1
OG_20006	RAB14
OG_16810	APC5
OG_16817	C102A
OG_19064	PLCX3
OG_16815	ADT3
OG_16814	DDX4
OG_17542	MSN|autism_5
OG_17939	RT34
OG_17546	RFC4
OG_10895	LCLT1
OG_17547	GLRX5
OG_17544	RPP21
OG_17936	ADK|autism_4
OG_17545	MLF2
OG_17935	CDKL2
OG_17934	VOPP1
OG_17932	IQCK
OG_17931	ATP5H
OG_16249	PKHM3
OG_16246	GSX1
OG_16247	SAS6
OG_16244	DPOD4
OG_16245	CHMP6
OG_16242	FRMD5|neuro
OG_16241	PRODH|autism_3
OG_16633	FOPNL
OG_19982	IMP1L
OG_16632	CUED1
OG_16631	MAX
OG_15650	CHSS1
OG_16630	TM242
OG_10896	RHAG
OG_16637	PSMG4
OG_16635	SIR7
OG_15654	CSN8
OG_16634	RHG17
OG_18448	RM37
OG_13748	ATP5J
OG_13749	PININ
OG_13212	U2AF2
OG_13213	PGAP1
OG_13746	MLH3
OG_13747	ETS1
OG_13740	FUT8
OG_13741	LGAT1
OG_13742	GLOD4
OG_18628	LNP
OG_15742	SNR48
OG_15743	MNX1
OG_15741	CP2C8
OG_15749	TTF1
OG_14008	RASA3
OG_14009	NOX5
OG_14006	NSD2
OG_14007	IP6K3
OG_14004	NAA30
OG_13043	LRC24
OG_14005	PKCB1
OG_13514	ASTL
OG_14002	CPSF4
OG_14003	SR140
OG_14000	AGFG1
OG_14001	CWC25
OG_13045	WDR18
OG_12168	FUT9|neuro
OG_12163	INT14
OG_12161	CCD13
OG_12160	CFA91
OG_12166	ARHG3
OG_12164	THSD4
OG_11664	MLXPL
OG_11667	UBR4
OG_11666	PPIH
OG_11661	ABR
OG_11660	TWST2
OG_11663	CD2B2
OG_11669	AIP
OG_11668	WDR75
OG_18976	DJC24
OG_14503	UBR5|autism_3
OG_15848	PAPD1
OG_14657	JPH3|neuro
OG_14656	RB1CC1|autism_5
OG_14653	LACB2
OG_14652	RT02
OG_14651	TP53B
OG_14650	TRM44
OG_14659	RL32
OG_14658	PPARG
OG_18882	KAD8
OG_18883	KLD10
OG_17872	PNPH
OG_17870	CASP2
OG_17877	OSCP1
OG_17874	C2CD2
OG_17875	RSG1
OG_18887	YWHAE|autism_4
OG_17548	EF1G
OG_13024	PIHD3
OG_13026	INP5K
OG_13021	PHLP2
OG_13020	GPCP1
OG_13023	MED15
OG_13022	SYK
OG_13029	TLK1
OG_13028	ULA1
OG_16479	ADRM1
OG_16478	REEP5
OG_16471	DNJC1
OG_16470	CP131
OG_16473	SCMH1
OG_16475	FPPS
OG_16474	JMJD4
OG_16477	DOHH
OG_16476	LRRK1
OG_17308	WDTC1
OG_14504	PSB7
OG_17305	RU1C
OG_17307	NDUB3
OG_16751	TF2H2
OG_16659	ING5
OG_16658	EI2BG
OG_16655	SCAP
OG_16657	M17L2
OG_16656	PP14B
OG_16651	BBS7
OG_16653	MYG1
OG_16652	T184C
OG_13681	PHLB2
OG_13680	ZMAT5
OG_13683	HIBCH
OG_13682	SGPL1
OG_13685	DEFM
OG_13684	RM01
OG_13687	PCDH15|autism_4|neuro
OG_13686	SAR1B
OG_12377	SYAC
OG_12374	SURF6
OG_12371	CF251
OG_12378	MTG2
OG_12379	SYDM
OG_13977	SETD3
OG_13976	MTR1A
OG_13974	XYLT1
OG_13973	CAP1
OG_13972	MPV17
OG_13971	NAA25
OG_13970	PHF12
OG_13979	TIM9
OG_12088	SEPT4|neuro
OG_12084	ALG11
OG_12085	COPG1
OG_12086	PEX19
OG_12087	WDR6
OG_12080	OVOL1
OG_12081	NUAK1|autism_3|neuro
OG_12082	ROBO2|autism_3|neuro
OG_12885	MED22
OG_12886	GLIS2
OG_12881	NUP54
OG_12882	MTMR2
OG_12888	DUS12
OG_12889	PRRX2
OG_10954	FAT1|autism_0
OG_10950	DYHC2
OG_10951	CFA70
OG_10953	LST2
OG_15351	HSFX4
OG_15353	GPN1
OG_15352	IMA3
OG_10958	FA49B
OG_10959	TRM5
OG_15357	NXT2
OG_15356	HIP1
OG_15687	CTR4
OG_15685	ADA2
OG_15684	DVL3|autism_4
OG_15683	SIN3A|autism_4
OG_15682	RM16
OG_15680	CCNL2
OG_11312	TOP2B
OG_15689	PIF1
OG_19469	CPEB1
OG_19463	UB2G1
OG_10838	PIAS1
OG_10835	DAAF3
OG_10834	GRM1B
OG_10832	TMM43
OG_10831	ARPC2
OG_15538	RHG35
OG_15535	TSR2
OG_15534	ARMC6
OG_15537	KCND2|autism_0|neuro
OG_15536	CSN2
OG_15530	KCAB2|neuro
OG_19684	EIF1
OG_11152	TCF25
OG_11151	RS3A
OG_11150	GALK2
OG_14338	LATS1
OG_14339	NPAT
OG_14334	AAKB1
OG_11157	ESRP1
OG_14336	HNRPQ
OG_14337	MPC1
OG_14332	LMF2
OG_11156	CNPY3
OG_17689	PCNA
OG_17685	MSL1
OG_17687	RTCA
OG_11154	MVD1
OG_17680	UFC1
OG_17683	YBOX1
OG_18330	IPP
OG_15829	E41L5
OG_15828	MTX2|autism_5
OG_18334	SC61B
OG_18336	COMD5
OG_15821	TRMB
OG_15820	RL23
OG_15827	S39AA|neuro
OG_15826	CCNT1
OG_15824	ORC4
OG_14482	RU2A
OG_14483	NDUB7
OG_14480	CELR2|neuro
OG_14481	TET2|autism_0
OG_14487	EFTS
OG_11309	PRD16
OG_11306	NDUS1
OG_14488	RGL1
OG_11305	PRC2A
OG_11303	NB5R4
OG_11300	TTK
OG_11301	BACD3
OG_17654	PITH1
OG_17655	BAF
OG_18150	RAB23
OG_18153	RL38
OG_17652	RBM45
OG_18159	ICA1|autism_4
OG_17653	MRRP1
OG_12394	RPTOR
OG_12395	TM130|neuro
OG_20067	PRDX6
OG_12645	ERCC5
OG_12390	STAM1
OG_12643	WDFY2
OG_12392	ECHD2
OG_18305	RRP15
OG_18304	MED6
OG_18307	TIM21
OG_15871	LIPA2|neuro
OG_17002	CNTRB
OG_16226	RPP29
OG_16227	UBR2
OG_16220	RACK1
OG_16222	RRP1B
OG_16228	CLH1
OG_16229	RLA2
OG_13762	IGBP1
OG_13760	RA54B
OG_13761	UGGG1
OG_13766	YAP1
OG_13767	SNX17
OG_13764	SMC3|autism_4
OG_13765	RCN2
OG_13769	NOMO2
OG_11940	NDUF4
OG_11941	SRCA
OG_11942	C2D2A
OG_11943	PKHA5
OG_11944	DAAM2
OG_11945	ARL4C
OG_11947	TMTC3
OG_15731	PDK3
OG_15730	TTLL8
OG_11983	RT31
OG_15736	STK36
OG_15735	PAN2
OG_12140	LEO1
OG_12145	CARL1
OG_12144	GEN
OG_12147	CWC15
OG_12146	BMP7
OG_12149	S6A15|neuro
OG_12418	ATG2B
OG_14740	RCC1L
OG_14818	RPA49
OG_14811	WIPI4
OG_14810	NTCP7
OG_14813	S39A9
OG_14812	STK11
OG_14815	PRAF1
OG_14814	MTPN
OG_14817	ANR50
OG_14816	RBM26
OG_20381	NFU1
OG_19140	ZC3HA
OG_19142	S39A3
OG_14678	PCX1
OG_14674	TTC17
OG_14677	ZN598
OG_14676	ITB1
OG_14671	ARF4
OG_14673	ADCY9
OG_14672	NUP37
OG_17892	B9D1
OG_17894	ACON
OG_17898	GBRAP
OG_17899	BCDO1
OG_17098	PDC10
OG_17090	TPGS2
OG_17091	NDUS3
OG_17092	ISCU
OG_17093	SNX12
OG_17094	MAPK1|autism_5
OG_17095	CX6A1
OG_17096	MCAT
OG_17097	DOXA1
OG_18920	COX6C
OG_16419	PAGR1
OG_16417	HDAC3|autism_5
OG_16416	AL1L2
OG_16415	RED
OG_16414	SLC25A12|autism_4
OG_16413	S35E1
OG_16412	IN80E
OG_16411	IPO13
OG_16410	COPB2
OG_17328	TPC6B
OG_17329	PEX13
OG_17326	CDK20
OG_17327	DNAL4
OG_17324	CDS2
OG_17322	RN181
OG_17323	DNJC5
OG_17321	CO061
OG_17052	EXOS3
OG_12318	FLOT2
OG_12314	COBL1
OG_12310	WDR43
OG_12313	XPC|autism_0
OG_17577	PAOX
OG_10979	TRIO|autism_3
OG_10970	CND3
OG_10971	SMC4
OG_10976	ANKS1B|autism_0|neuro
OG_10975	FRRS1
OG_15338	UBP30
OG_15337	RT4I1
OG_15336	WWP2
OG_15335	CO040
OG_15334	ABHD8
OG_15331	GOLP3
OG_15330	GPN2
OG_13409	F16A1
OG_13408	WDR81
OG_13959	PSMF1
OG_13958	XRCC1
OG_13402	ALKB6
OG_13401	MEF2C|autism_4
OG_13400	PQBP1
OG_13406	TCPZ
OG_13953	REPS2
OG_19332	ERLN2
OG_17245	FOXJ1
OG_19334	S35C2
OG_19449	SMD1
OG_10815	UBFD1
OG_10817	SYTL5
OG_10811	RGF1B
OG_10818	LDB2
OG_18941	PAX9
OG_14312	TRIM9|neuro
OG_11141	S39A7
OG_14317	PPCS
OG_11147	ODBB
OG_16927	GNAQ
OG_14318	NDUA4
OG_14319	EI2BA
OG_17663	PTGR1
OG_17662	LSHR
OG_17661	ODPA
OG_17665	RPAC1
OG_17664	TBG1
OG_17669	CDAN1
OG_16924	TGM1
OG_15801	GALR2
OG_10420	SYYC
OG_15803	KBP
OG_15805	UNC4
OG_15807	ZP1
OG_15808	RBM40
OG_18319	DNLI1
OG_17431	NUCG
OG_10425	DMTA2
OG_11364	MEOX2
OG_11365	SNX8
OG_11366	COFA1
OG_11367	MYC
OG_11493	BCAR1
OG_11491	LRMP
OG_11368	ATRX|autism_4
OG_11499	CBPC1
OG_17407	ATGA1
OG_17403	ANKY2
OG_17400	RLA1
OG_18171	POMT1
OG_18177	S15A1
OG_17242	GOSR1
OG_10892	NR2F1|autism_4
OG_16743	ZDHC3
OG_18531	FRDA
OG_16740	EPN1
OG_16747	UBP38
OG_16746	MSPD2
OG_16745	CTCF|autism_3
OG_17046	T120B
OG_16758	ACADM
OG_16759	CTF18
OG_16208	F1142
OG_16203	H6ST1
OG_16206	AP1M1
OG_16207	HEMK1
OG_16204	DCTN3
OG_16205	SPRY7
OG_17044	CP24A
OG_19941	RS7
OG_11418	ZBED1
OG_19949	MYL9
OG_14179	RM38
OG_18746	NDUB9
OG_11416	PPT1
OG_18834	RS8
OG_11417	KDM8
OG_11414	NSUN2
OG_11412	PRP8
OG_11413	TMC3
OG_14170	AN33B
OG_16697	BTBD9
OG_11968	CTDP1
OG_11969	SSPN
OG_11966	HCD2
OG_11962	SPON1
OG_11963	WAP53
OG_11960	ACLY
OG_11961	VIP2
OG_12439	MESD
OG_12438	ARHL2
OG_12431	EXOC5|autism_0
OG_12430	CC033
OG_12433	TM245
OG_12432	ARI4B
OG_12435	DDX43
OG_12434	EXD1
OG_12437	HSDL2
OG_12436	CNTNAP2|autism_2|neuro
OG_12127	GOGA5
OG_12124	ORC1
OG_12123	FNTB
OG_12122	ORC2
OG_12121	5NTC
OG_12120	FBXL7
OG_14878	BSH
OG_14877	MOB1B
OG_14876	IF2B
OG_14875	ASXL3|autism_1
OG_14874	ABHD4
OG_14872	SMCA5
OG_14871	FXL21
OG_14870	PKNX2
OG_19789	PIGB
OG_19787	RPP30
OG_15478	WNT1|autism_0|neuro
OG_15479	ARHG7
OG_18971	MCATL
OG_15470	HIRA
OG_15472	RAPSN
OG_15473	DIAP2
OG_15474	RHPN2
OG_15477	PRP4
OG_11773	FKB15
OG_11772	ZSWM3
OG_11771	TMUB2
OG_11770	RAPH1
OG_11777	MTP
OG_11776	GALM
OG_11775	SPHK2
OG_11774	AMPE
OG_19168	RS28
OG_19169	XRCC2
OG_19167	DCC1
OG_18978	DCAF8
OG_19160	MIOX
OG_19161	WDR89
OG_18785	MYCBP
OG_18787	HNRPL
OG_17108	SPF30
OG_18780	NR2CA
OG_18783	TXD12
OG_18782	FLOT1
OG_18789	RL28
OG_18788	BTG3
OG_14693	KIF1A|neuro
OG_14692	MUS81
OG_14691	PEX1
OG_14690	AL4A1
OG_14697	HEAT1
OG_14696	MIP18
OG_14694	FL2D
OG_14698	KCNN2
OG_16435	TSR1
OG_16434	CCZ1B
OG_16436	MIB2
OG_16431	PAIP1
OG_16430	PINK1
OG_16433	PPTC7
OG_16432	S13A3
OG_16439	DYL2
OG_16438	DNA2
OG_20384	HSBP1
OG_17344	RS10
OG_17345	EXT1|autism_4
OG_17346	MRT4
OG_17340	AKIR2
OG_17341	RABL3
OG_17342	DEOC
OG_17343	PRDM8
OG_17348	LRC29
OG_17349	HACD2
OG_16699	PDPR
OG_16698	RPAP2
OG_16690	SYT11|neuro
OG_16693	NELFB
OG_16695	JARID2|autism_0
OG_16694	CNOT1
OG_16696	ARMC1
OG_12332	EIF3I
OG_12330	PTN
OG_12331	PAN3
OG_12335	KLDC4
OG_12338	CP089
OG_12339	NR5A2
OG_19679	CISD3
OG_12841	RAB26|neuro
OG_12842	FBX7
OG_12843	CBX8
OG_12845	NOS1|autism_0
OG_12598	SPTC2
OG_12848	VIGLN
OG_12594	PPME1
OG_12595	KCD16|neuro
OG_12592	WDR35
OG_12593	EHF
OG_12590	CCD22
OG_12591	DEN5B
OG_10990	DFFB
OG_10993	ETKMT
OG_10994	RFNG
OG_10997	FBN2
OG_10999	NFIX|autism_S
OG_17104	SIR6
OG_15315	DCAF7
OG_15317	WDR91
OG_15640	CPVL
OG_15311	VMAT2
OG_15649	AKD1A
OG_15648	PIGW
OG_15319	RIR2
OG_13421	SSU72
OG_13422	BBS2
OG_13424	IGF1
OG_13429	MBTP1
OG_18902	PPIG
OG_18901	HPGDS
OG_11166	MSH6
OG_14996	IN80C
OG_11165	GSE1
OG_14990	RSF1
OG_11160	BN3D2
OG_11161	AHSA1
OG_19312	TFIP8
OG_14998	NADAP
OG_14999	SF01
OG_19316	COPD
OG_10697	ADRO
OG_10696	MDC1
OG_10694	YPEL1
OG_10699	SMAD6
OG_10698	CP062
OG_15867	TRIP4
OG_15866	HEAT3
OG_15865	LTOR4
OG_15863	TV23A|neuro
OG_15860	RT16
OG_15869	COQ8A
OG_15868	TBC1D31|autism_0
OG_11349	ERBB4|autism_5
OG_14198	HBS1L
OG_14199	SESQ1
OG_11342	DCTD
OG_14195	NELFE
OG_11341	GCM2
OG_14190	RT35
OG_11344	SC5A8
OG_18191	PABP2
OG_18196	MET17
OG_18199	URM1
OG_19508	LRC51
OG_19674	TREX2
OG_18904	SEM1
OG_12846	AN13B|neuro
OG_17649	F177A
OG_12596	PYGM
OG_16825	PSA1
OG_12597	TPPC4
OG_17641	SAM50
OG_17559	COPE
OG_17643	CCD51
OG_17642	ANO1
OG_17645	TXND5
OG_17644	AAR2
OG_17902	PDE6D
OG_16593	RT22
OG_16590	ATG9A
OG_16596	PIGS
OG_16597	ICMT
OG_14738	CHID1
OG_14739	NFIL3
OG_17554	UBA5
OG_14730	ACSS3
OG_14731	C2CD5
